building_id,building_type,standard,env_flag,hvac_flag,dhw_flag,eem4_flag,scenario_tag,EUI_total_kWh_m2,EUI_heating_kWh_m2,EUI_cooling_kWh_m2,EUI_DHW_kWh_m2,EUI_lights_kWh_m2,EUI_equip_kWh_m2,EUI_fans_pumps_kWh_m2,PV_gen_kWh_m2,pv_track,n_severes,n_warnings,idf_path,output_path
RC-MR1,RC-MR1,CAN_MTL,1,0,1,1,EEM_J_ENV_DHW_EEM4,62.7998,10.4239,7.5272,15.2141,2.3442,18.4658,6.952,74.6133,tier3,22,2690,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR1\RC-MR1_EEM_J_ENV_DHW_EEM4_20260531_113146\RC-MR1_EEM_J_ENV_DHW_EEM4_20260531_113146.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR1\RC-MR1_EEM_J_ENV_DHW_EEM4_20260531_113146\results
RC-MR1,RC-MR1,CAN_MTL,1,1,1,1,EEM_J_ENV_HVAC_DHW_EEM4,56.3728,3.1007,8.2137,15.2136,2.3442,18.4658,7.1621,74.6133,tier3,32,2809,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR1\RC-MR1_EEM_J_ENV_HVAC_DHW_EEM4_20260531_113150\RC-MR1_EEM_J_ENV_HVAC_DHW_EEM4_20260531_113150.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR1\RC-MR1_EEM_J_ENV_HVAC_DHW_EEM4_20260531_113150\results
RC-MR2,RC-MR2,CAN_MTL,0,0,0,0,EEM_J_DEFAULT,107.0193,20.6535,8.29,43.6002,4.7934,19.3399,8.1037,0,native,0,7626,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_DEFAULT_20260531_113203\RC-MR2_EEM_J_DEFAULT_20260531_113203.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_DEFAULT_20260531_113203\results
RC-MR2,RC-MR2,CAN_MTL,1,0,0,0,EEM_J_ENVELOPE,99.1496,11.8151,9.4614,43.5565,4.7934,19.3399,7.9446,66.7586,tier3,0,7658,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENVELOPE_20260531_113212\RC-MR2_EEM_J_ENVELOPE_20260531_113212.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENVELOPE_20260531_113212\results
RC-MR2,RC-MR2,CAN_MTL,0,1,0,0,EEM_J_HVAC_ONLY,94.3429,6.138,9.9564,43.6192,4.7934,19.3399,8.2573,66.7586,tier3,0,8220,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_HVAC_ONLY_20260531_113214\RC-MR2_EEM_J_HVAC_ONLY_20260531_113214.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_HVAC_ONLY_20260531_113214\results
RC-MR2,RC-MR2,CAN_MTL,0,0,1,0,EEM_J_DHW_ONLY,80.9826,21.1155,8.0526,17.3309,4.7934,19.3399,8.1117,66.7586,tier3,18,10276,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_DHW_ONLY_20260531_113216\RC-MR2_EEM_J_DHW_ONLY_20260531_113216.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_DHW_ONLY_20260531_113216\results
RC-MR2,RC-MR2,CAN_MTL,1,1,0,0,EEM_J_ENV_HVAC,92.4036,3.5246,11.182,43.574,4.7934,19.3399,7.7511,66.7586,tier3,0,8249,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENV_HVAC_20260531_113230\RC-MR2_EEM_J_ENV_HVAC_20260531_113230.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENV_HVAC_20260531_113230\results
RC-MR2,RC-MR2,CAN_MTL,1,0,1,0,EEM_J_ENV_DHW,72.7473,12.069,9.175,17.2089,4.7934,19.3399,7.9224,66.7586,tier3,34,10275,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENV_DHW_20260531_113249\RC-MR2_EEM_J_ENV_DHW_20260531_113249.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENV_DHW_20260531_113249\results
RC-MR2,RC-MR2,CAN_MTL,0,1,1,0,EEM_J_HVAC_DHW,67.9104,6.2337,9.6678,17.3321,4.7934,19.3399,8.3048,66.7586,tier3,19,10852,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_HVAC_DHW_20260531_113251\RC-MR2_EEM_J_HVAC_DHW_20260531_113251.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_HVAC_DHW_20260531_113251\results
RC-MR2,RC-MR2,CAN_MTL,1,1,1,0,EEM_J_ENV_HVAC_DHW,65.7366,3.5513,10.8369,17.2055,4.7934,19.3399,7.771,66.7586,tier3,40,10867,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENV_HVAC_DHW_20260531_113255\RC-MR2_EEM_J_ENV_HVAC_DHW_20260531_113255.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENV_HVAC_DHW_20260531_113255\results
RC-MR2,RC-MR2,CAN_MTL,1,0,0,1,EEM_J_ENVELOPE_EEM4,87.6065,14.6639,7.1074,43.5702,1.9769,11.1883,6.8613,66.7586,tier3,0,9338,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENVELOPE_EEM4_20260531_113257\RC-MR2_EEM_J_ENVELOPE_EEM4_20260531_113257.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENVELOPE_EEM4_20260531_113257\results
RC-MR2,RC-MR2,CAN_MTL,1,1,0,1,EEM_J_ENV_HVAC_EEM4,78.0833,3.7838,8.3317,43.6047,1.9769,11.1883,6.9593,66.7586,tier3,0,9918,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENV_HVAC_EEM4_20260531_113303\RC-MR2_EEM_J_ENV_HVAC_EEM4_20260531_113303.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENV_HVAC_EEM4_20260531_113303\results
RC-MR2,RC-MR2,CAN_MTL,1,0,1,1,EEM_J_ENV_DHW_EEM4,61.3476,15.0098,6.8555,17.2115,1.9769,11.1883,6.867,66.7586,tier3,29,11986,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENV_DHW_EEM4_20260531_113304\RC-MR2_EEM_J_ENV_DHW_EEM4_20260531_113304.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENV_DHW_EEM4_20260531_113304\results
RC-MR2,RC-MR2,CAN_MTL,1,1,1,1,EEM_J_ENV_HVAC_DHW_EEM4,51.4835,3.8522,8.019,17.2084,1.9769,11.1883,7.0001,66.7586,tier3,22,12563,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENV_HVAC_DHW_EEM4_20260531_113314\RC-MR2_EEM_J_ENV_HVAC_DHW_EEM4_20260531_113314.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR2\RC-MR2_EEM_J_ENV_HVAC_DHW_EEM4_20260531_113314\results
RC-MR3,RC-MR3,CAN_MTL,0,0,0,0,EEM_J_DEFAULT,107.0162,21.1027,7.9534,43.6029,4.7933,19.3398,7.9855,0,native,0,11196,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_DEFAULT_20260531_113316\RC-MR3_EEM_J_DEFAULT_20260531_113316.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_DEFAULT_20260531_113316\results
RC-MR3,RC-MR3,CAN_MTL,1,0,0,0,EEM_J_ENVELOPE,99.0023,12.1673,9.0974,43.5579,4.7933,19.3398,7.808,66.7586,tier3,0,11248,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENVELOPE_20260531_113331\RC-MR3_EEM_J_ENVELOPE_20260531_113331.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENVELOPE_20260531_113331\results
RC-MR3,RC-MR3,CAN_MTL,0,1,0,0,EEM_J_HVAC_ONLY,93.9834,6.246,9.5662,43.6219,4.7933,19.3398,8.1775,66.7586,tier3,0,12077,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_HVAC_ONLY_20260531_113335\RC-MR3_EEM_J_HVAC_ONLY_20260531_113335.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_HVAC_ONLY_20260531_113335\results
RC-MR3,RC-MR3,CAN_MTL,0,0,1,0,EEM_J_DHW_ONLY,80.9984,21.5836,7.7198,17.3338,4.7933,19.3398,7.9894,66.7586,tier3,23,15170,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_DHW_ONLY_20260531_113340\RC-MR3_EEM_J_DHW_ONLY_20260531_113340.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_DHW_ONLY_20260531_113340\results
RC-MR3,RC-MR3,CAN_MTL,1,1,0,0,EEM_J_ENV_HVAC,91.9561,3.5937,10.7589,43.5756,4.7933,19.3398,7.6561,66.7586,tier3,0,12140,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENV_HVAC_20260531_113347\RC-MR3_EEM_J_ENV_HVAC_20260531_113347.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENV_HVAC_20260531_113347\results
RC-MR3,RC-MR3,CAN_MTL,1,0,1,0,EEM_J_ENV_DHW,72.6071,12.4235,8.8105,17.2164,4.7933,19.3398,7.7849,66.7586,tier3,39,15171,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENV_DHW_20260531_113429\RC-MR3_EEM_J_ENV_DHW_20260531_113429.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENV_DHW_20260531_113429\results
RC-MR3,RC-MR3,CAN_MTL,0,1,1,0,EEM_J_HVAC_DHW,67.5488,6.3417,9.2787,17.3318,4.7933,19.3398,8.2249,66.7586,tier3,25,16040,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_HVAC_DHW_20260531_113439\RC-MR3_EEM_J_HVAC_DHW_20260531_113439.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_HVAC_DHW_20260531_113439\results
RC-MR3,RC-MR3,CAN_MTL,1,1,1,0,EEM_J_ENV_HVAC_DHW,65.2989,3.6185,10.4151,17.2178,4.7933,19.3398,7.6758,66.7586,tier3,56,16043,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENV_HVAC_DHW_20260531_113441\RC-MR3_EEM_J_ENV_HVAC_DHW_20260531_113441.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENV_HVAC_DHW_20260531_113441\results
RC-MR3,RC-MR3,CAN_MTL,1,0,0,1,EEM_J_ENVELOPE_EEM4,87.5668,15.0639,6.7647,43.5718,2.0009,11.1883,6.7384,66.7586,tier3,0,13780,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENVELOPE_EEM4_20260531_113447\RC-MR3_EEM_J_ENVELOPE_EEM4_20260531_113447.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENVELOPE_EEM4_20260531_113447\results
RC-MR3,RC-MR3,CAN_MTL,1,1,0,1,EEM_J_ENV_HVAC_EEM4,77.6538,3.8216,7.9297,43.6101,2.0009,11.1883,6.8645,66.7586,tier3,5,14644,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENV_HVAC_EEM4_20260531_113455\RC-MR3_EEM_J_ENV_HVAC_EEM4_20260531_113455.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENV_HVAC_EEM4_20260531_113455\results
RC-MR3,RC-MR3,CAN_MTL,1,0,1,1,EEM_J_ENV_DHW_EEM4,61.3409,15.4293,6.5241,17.2145,2.0009,11.1883,6.745,66.7586,tier3,25,17747,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENV_DHW_EEM4_20260531_113458\RC-MR3_EEM_J_ENV_DHW_EEM4_20260531_113458.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENV_DHW_EEM4_20260531_113458\results
RC-MR3,RC-MR3,CAN_MTL,1,1,1,1,EEM_J_ENV_HVAC_DHW_EEM4,51.0855,3.9072,7.6227,17.2161,2.0009,11.1883,6.9116,66.7586,tier3,11,18615,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENV_HVAC_DHW_EEM4_20260531_113501\RC-MR3_EEM_J_ENV_HVAC_DHW_EEM4_20260531_113501.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-MR3\RC-MR3_EEM_J_ENV_HVAC_DHW_EEM4_20260531_113501\results
RC-D,RC-D,CAN_MTL,0,0,0,0,EEM_J_DEFAULT,138.5547,51.7136,6.3347,22.1397,4.7017,46.5502,6.2565,0,native,0,547,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-D\RC-D_EEM_J_DEFAULT_20260531_113512\RC-D_EEM_J_DEFAULT_20260531_113512.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-D\RC-D_EEM_J_DEFAULT_20260531_113512\results
RC-D,RC-D,CAN_MTL,1,0,0,0,EEM_J_ENVELOPE,108.2342,21.7143,6.848,21.7113,4.7017,46.5502,5.8505,100.7432,tier3,0,365,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-D\RC-D_EEM_J_ENVELOPE_20260531_113530\RC-D_EEM_J_ENVELOPE_20260531_113530.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-D\RC-D_EEM_J_ENVELOPE_20260531_113530\results
RC-D,RC-D,CAN_MTL,0,1,0,0,EEM_J_HVAC_ONLY,103.5256,15.678,5.8623,22.1442,4.7017,46.5502,7.731,100.8311,tier3,0,696,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-D\RC-D_EEM_J_HVAC_ONLY_20260531_113545\RC-D_EEM_J_HVAC_ONLY_20260531_113545.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-D\RC-D_EEM_J_HVAC_ONLY_20260531_113545\results
RC-D,RC-D,CAN_MTL,0,0,1,0,EEM_J_DHW_ONLY,126.022,54.3241,6.3569,6.8056,4.7017,46.5502,6.4252,100.8311,tier3,0,1123,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-D\RC-D_EEM_J_DHW_ONLY_20260531_113549\RC-D_EEM_J_DHW_ONLY_20260531_113549.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j2_20260531_v1\CAN_MTL\RC-D\RC-D_EEM_J_DHW_ONLY_20260531_113549\results
