building_id,building_type,standard,env_flag,hvac_flag,dhw_flag,eem4_flag,scenario_tag,EUI_total_kWh_m2,EUI_heating_kWh_m2,EUI_cooling_kWh_m2,EUI_DHW_kWh_m2,EUI_lights_kWh_m2,EUI_equip_kWh_m2,EUI_fans_pumps_kWh_m2,PV_gen_kWh_m2,pv_track,n_severes,n_warnings,idf_path,output_path
CC-E1,CC-E1,US_ASHRAE,0,0,0,0,IAL,232.1527,43.5268,64.2807,12.4354,16.9973,87.8894,0.1835,26.2806,tier3,24,2098,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-E1\CC-E1_IAL_20260608_130441\CC-E1_IAL_20260608_130441.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-E1\CC-E1_IAL_20260608_130441\results
CC-E2,CC-E2,US_ASHRAE,0,0,0,0,IAL,316.978,131.7804,48.8047,20.9466,25.6016,85.67,0.798,49.9837,tier3,23,1790,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-E2\CC-E2_IAL_20260608_130443\CC-E2_IAL_20260608_130443.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-E2\CC-E2_IAL_20260608_130443\results
CC-E3,CC-E3,US_ASHRAE,0,0,0,0,IAL,316.6356,121.6982,55.032,23.2861,24.5205,88.5288,0.6951,52.7045,tier3,69,2163,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-E3\CC-E3_IAL_20260608_130452\CC-E3_IAL_20260608_130452.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-E3\CC-E3_IAL_20260608_130452\results
CC-FD1,CC-FD1,US_ASHRAE,0,0,0,0,IAL,216.3159,79.1953,35.5234,29.1845,12.3785,56.6738,0.107,8.4746,tier3,4,2134,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-FD1\CC-FD1_IAL_20260608_130452\CC-FD1_IAL_20260608_130452.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-FD1\CC-FD1_IAL_20260608_130452\results
CC-FD2,CC-FD2,US_ASHRAE,0,0,0,0,IAL,215.8765,51.6891,50.4536,22.9404,13.244,70.1684,0.1704,14.7591,tier3,9,8280,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-FD2\CC-FD2_IAL_20260608_130505\CC-FD2_IAL_20260608_130505.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-FD2\CC-FD2_IAL_20260608_130505\results
CC-FD3,CC-FD3,US_ASHRAE,0,0,0,0,IAL,201.0272,62.1995,35.8138,29.5108,13.4918,55.2137,0.1541,12.2421,tier3,0,12832,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-FD3\CC-FD3_IAL_20260608_130514\CC-FD3_IAL_20260608_130514.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-FD3\CC-FD3_IAL_20260608_130514\results
RC-D,RC-D,CAN_MTL,0,0,0,0,IAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.951,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_MTL\RC-D\RC-D_IAL_20260525_093656\results
RC-HR1,RC-HR1,CAN_MTL,0,0,0,0,IAL,213.8376,38.7171,100.3803,48.2069,4.2726,19.1672,0.0227,20.338,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_MTL\RC-HR1\RC-HR1_IAL_20260525_093656\results
RC-HR2,RC-HR2,CAN_MTL,0,0,0,0,IAL,210.3582,41.5814,90.2764,51.837,3.8569,19.0292,0.0409,14.43,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_MTL\RC-HR2\RC-HR2_IAL_20260525_093656\results
RC-ML,RC-ML,CAN_MTL,0,0,0,0,IAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.041,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_MTL\RC-ML\RC-ML_IAL_20260525_093656\results
RC-MR1,RC-MR1,CAN_MTL,0,0,0,0,IAL,195.883,38.3042,81.8021,37.8118,5.0929,30.9994,0.0,39.899,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_MTL\RC-MR1\RC-MR1_IAL_20260525_093656\results
RC-MR2,RC-MR2,CAN_MTL,0,0,0,0,IAL,200.3304,38.1886,92.1023,43.6678,4.7933,19.3397,0.0,27.723,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_MTL\RC-MR2\RC-MR2_IAL_20260525_093656\results
RC-MR3,RC-MR3,CAN_MTL,0,0,0,0,IAL,200.4622,38.885,91.5349,43.6706,4.7933,19.3398,0.0,27.723,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_MTL\RC-MR3\RC-MR3_IAL_20260525_093656\results
RC-R,RC-R,CAN_MTL,0,0,0,0,IAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.144,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_MTL\RC-R\RC-R_IAL_20260525_093711\results
RC-T,RC-T,CAN_MTL,0,0,0,0,IAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.089,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_MTL\RC-T\RC-T_IAL_20260525_093656\results
RC-D,RC-D,US_ASHRAE,0,0,0,0,IAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.275,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_ASHRAE\RC-D\RC-D_IAL_20260525_145829\results
RC-HR1,RC-HR1,US_ASHRAE,0,0,0,0,IAL,171.4985,52.4925,21.0363,48.2008,5.0634,41.612,0.0227,18.841,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_ASHRAE\RC-HR1\RC-HR1_IAL_20260525_145829\results
RC-HR2,RC-HR2,US_ASHRAE,0,0,0,0,IAL,180.1191,60.0564,18.1587,51.8344,4.6103,41.682,0.0409,13.529,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_ASHRAE\RC-HR2\RC-HR2_IAL_20260525_145829\results
RC-ML,RC-ML,US_ASHRAE,0,0,0,0,IAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.25,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_ASHRAE\RC-ML\RC-ML_IAL_20260525_145830\results
RC-MR1,RC-MR1,US_ASHRAE,0,0,0,0,IAL,149.5301,30.6644,27.1852,37.7953,5.6721,46.3405,0.0,37.438,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_ASHRAE\RC-MR1\RC-MR1_IAL_20260525_145829\results
RC-MR2,RC-MR2,US_ASHRAE,0,0,0,0,IAL,162.0718,45.13,23.8874,43.659,5.6307,41.526,0.0,25.481,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_ASHRAE\RC-MR2\RC-MR2_IAL_20260525_145829\results
RC-MR3,RC-MR3,US_ASHRAE,0,0,0,0,IAL,161.8022,45.6357,23.1088,43.6624,5.6307,41.526,0.0,25.481,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_ASHRAE\RC-MR3\RC-MR3_IAL_20260525_145829\results
RC-R,RC-R,US_ASHRAE,0,0,0,0,IAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.472,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_ASHRAE\RC-R\RC-R_IAL_20260525_145843\results
RC-T,RC-T,US_ASHRAE,0,0,0,0,IAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.181,tier3,,,,0_BEM_Setup/SimResults_neighbourhoods\option9_a_IAL\option9_a_ASHRAE\RC-T\RC-T_IAL_20260525_145830\results
