building_id,building_type,standard,env_flag,hvac_flag,dhw_flag,eem4_flag,scenario_tag,EUI_total_kWh_m2,EUI_heating_kWh_m2,EUI_cooling_kWh_m2,EUI_DHW_kWh_m2,EUI_lights_kWh_m2,EUI_equip_kWh_m2,EUI_fans_pumps_kWh_m2,PV_gen_kWh_m2,pv_track,n_severes,n_warnings,idf_path,output_path
MU-L,MU-L,CAN_MTL,0,0,0,0,IAL,258.9257,76.8909,88.3387,43.7475,7.359,37.3374,0.5043,77.2731,tier3,92,3488,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\MU-L\MU-L_IAL_20260608_110046\MU-L_IAL_20260608_110046.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\MU-L\MU-L_IAL_20260608_110046\results
MU-S1,MU-S1,CAN_MTL,0,0,0,0,IAL,325.2885,82.2419,126.9686,43.5235,18.166,40.6813,0.688,74.128,tier3,117,5303,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\MU-S1\MU-S1_IAL_20260608_110047\MU-S1_IAL_20260608_110047.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\MU-S1\MU-S1_IAL_20260608_110047\results
MU-S2,MU-S2,CAN_MTL,0,0,0,0,IAL,282.6327,76.8789,89.9225,44.2106,21.6256,32.4871,0.6289,100.1567,tier3,115,3558,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\MU-S2\MU-S2_IAL_20260608_110111\MU-S2_IAL_20260608_110111.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\MU-S2\MU-S2_IAL_20260608_110111\results
MU-U1,MU-U1,CAN_MTL,0,0,0,0,IAL,184.5196,63.4901,44.1309,28.2748,7.5997,35.8722,0.0952,20.4701,tier3,93,3200,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\MU-U1\MU-U1_IAL_20260608_110117\MU-U1_IAL_20260608_110117.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\MU-U1\MU-U1_IAL_20260608_110117\results
MU-W,MU-W,CAN_MTL,0,0,0,0,IAL,239.9181,82.6007,80.3373,31.372,6.5708,33.5599,0.6208,78.0587,tier3,47,2014,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\MU-W\MU-W_IAL_20260608_110130\MU-W_IAL_20260608_110130.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\MU-W\MU-W_IAL_20260608_110130\results
MU-W2,MU-W2,CAN_MTL,0,0,0,0,IAL,173.4901,96.3855,23.1349,12.9971,8.0944,27.0993,0.5676,118.4603,tier3,0,1620,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\MU-W2\MU-W2_IAL_20260608_110159\MU-W2_IAL_20260608_110159.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\MU-W2\MU-W2_IAL_20260608_110159\results
CC-B,CC-B,CAN_MTL,0,0,0,0,IAL,226.4365,62.1975,84.2845,18.3092,14.7203,34.0822,0.2231,30.5413,tier3,1,2049,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-B\CC-B_IAL_20260608_110201\CC-B_IAL_20260608_110201.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-B\CC-B_IAL_20260608_110201\results
CC-S1,CC-S1,CAN_MTL,0,0,0,0,IAL,340.1783,124.5594,67.6962,25.6659,36.461,56.2687,1.1638,128.1174,tier3,2,220,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-S1\CC-S1_IAL_20260608_110210\CC-S1_IAL_20260608_110210.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-S1\CC-S1_IAL_20260608_110210\results
CC-S2,CC-S2,CAN_MTL,0,0,0,0,IAL,411.685,142.5944,56.7297,25.5603,63.8366,67.5671,1.3067,185.5179,tier3,0,100,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-S2\CC-S2_IAL_20260608_110210\CC-S2_IAL_20260608_110210.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-S2\CC-S2_IAL_20260608_110210\results
CC-E1,CC-E1,CAN_MTL,0,0,0,0,IAL,206.3005,42.989,98.2655,12.4369,16.4194,29.1184,0.1835,28.021,tier3,24,1886,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-E1\CC-E1_IAL_20260608_110218\CC-E1_IAL_20260608_110218.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-E1\CC-E1_IAL_20260608_110218\results
CC-E2,CC-E2,CAN_MTL,0,0,0,0,IAL,315.9137,128.5561,105.9634,20.9457,22.9972,33.2211,0.798,51.5334,tier3,29,1621,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-E2\CC-E2_IAL_20260608_110218\CC-E2_IAL_20260608_110218.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-E2\CC-E2_IAL_20260608_110218\results
CC-E3,CC-E3,CAN_MTL,0,0,0,0,IAL,313.151,115.3539,113.2242,23.2834,21.7028,35.9675,0.6951,54.6445,tier3,75,1975,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-E3\CC-E3_IAL_20260608_110225\CC-E3_IAL_20260608_110225.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-E3\CC-E3_IAL_20260608_110225\results
CC-FD1,CC-FD1,CAN_MTL,0,0,0,0,IAL,278.6347,48.4752,153.987,29.1812,12.6774,31.0327,0.107,8.954,tier3,2,1922,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-FD1\CC-FD1_IAL_20260608_110234\CC-FD1_IAL_20260608_110234.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-FD1\CC-FD1_IAL_20260608_110234\results
CC-FD2,CC-FD2,CAN_MTL,0,0,0,0,IAL,253.0447,51.3031,124.8296,22.9156,13.375,33.3833,0.1704,15.5544,tier3,5,8309,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-FD2\CC-FD2_IAL_20260608_110245\CC-FD2_IAL_20260608_110245.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-FD2\CC-FD2_IAL_20260608_110245\results
CC-FD3,CC-FD3,CAN_MTL,0,0,0,0,IAL,239.2524,51.7049,104.8199,29.5045,13.745,34.7873,0.1541,13.2192,tier3,2,12751,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-FD3\CC-FD3_IAL_20260608_110258\CC-FD3_IAL_20260608_110258.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\CAN_MTL\CC-FD3\CC-FD3_IAL_20260608_110258\results
RS-I1,RS-I1,US_ASHRAE,0,0,0,0,IAL,234.7744,81.5037,26.4169,40.2718,8.8487,73.0075,0.7686,104.7634,tier3,69,892,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\RS-I1\RS-I1_IAL_20260608_130251\RS-I1_IAL_20260608_130251.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\RS-I1\RS-I1_IAL_20260608_130251\results
RS-S,RS-S,US_ASHRAE,0,0,0,0,IAL,235.7833,62.5066,29.922,37.4661,7.7995,92.5438,1.0516,93.8258,tier3,0,1159,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\RS-S\RS-S_IAL_20260608_130251\RS-S_IAL_20260608_130251.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\RS-S\RS-S_IAL_20260608_130251\results
RS-I2,RS-I2,US_ASHRAE,0,0,0,0,IAL,209.6175,88.6551,23.0053,31.1954,9.9558,53.1357,0.4224,81.0961,tier3,115,4765,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\RS-I2\RS-I2_IAL_20260608_130251\RS-I2_IAL_20260608_130251.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\RS-I2\RS-I2_IAL_20260608_130251\results
RS-I3,RS-I3,US_ASHRAE,0,0,0,0,IAL,226.2351,87.3289,23.1393,24.3723,10.5119,76.4544,0.6524,128.5307,tier3,0,711,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\RS-I3\RS-I3_IAL_20260608_130251\RS-I3_IAL_20260608_130251.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\RS-I3\RS-I3_IAL_20260608_130251\results
RS-I4,RS-I4,US_ASHRAE,0,0,0,0,IAL,207.8678,91.7519,22.1614,32.479,9.7187,48.4973,0.273,87.0723,tier3,115,4234,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\RS-I4\RS-I4_IAL_20260608_130251\RS-I4_IAL_20260608_130251.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\RS-I4\RS-I4_IAL_20260608_130251\results
IC-DC,IC-DC,US_ASHRAE,0,0,0,0,IAL,6358.2487,55.1819,3030.9067,10.5194,31.8988,3225.9851,0.4908,155.4259,tier3,0,145,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\IC-DC\IC-DC_IAL_20260608_130251\IC-DC_IAL_20260608_130251.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\IC-DC\IC-DC_IAL_20260608_130251\results
IC-DE,IC-DE,US_ASHRAE,0,0,0,0,IAL,21501.0315,63.1269,10623.1688,13.2325,24.3932,10772.7696,0.6612,113.9481,tier3,0,172,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\IC-DE\IC-DE_IAL_20260608_130251\IC-DE_IAL_20260608_130251.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\IC-DE\IC-DE_IAL_20260608_130251\results
MU-C1,MU-C1,US_ASHRAE,0,0,0,0,IAL,238.5065,66.0507,41.0416,37.2829,12.9608,75.3769,0.5027,24.9934,tier3,134,5257,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-C1\MU-C1_IAL_20260608_130251\MU-C1_IAL_20260608_130251.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-C1\MU-C1_IAL_20260608_130251\results
MU-C2,MU-C2,US_ASHRAE,0,0,0,0,IAL,216.4356,56.9339,41.6606,33.8894,8.026,69.6069,0.2308,19.9425,tier3,93,3624,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-C2\MU-C2_IAL_20260608_130323\MU-C2_IAL_20260608_130323.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-C2\MU-C2_IAL_20260608_130323\results
MU-HC,MU-HC,US_ASHRAE,0,0,0,0,IAL,214.4538,65.1314,28.6105,45.103,9.1087,62.1841,0.4719,46.1581,tier3,100,6489,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-HC\MU-HC_IAL_20260608_130323\MU-HC_IAL_20260608_130323.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-HC\MU-HC_IAL_20260608_130323\results
MU-HS,MU-HS,US_ASHRAE,0,0,0,0,IAL,243.0385,68.5705,35.5047,41.0505,11.4003,81.3504,0.895,79.5576,tier3,69,1164,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-HS\MU-HS_IAL_20260608_130326\MU-HS_IAL_20260608_130326.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-HS\MU-HS_IAL_20260608_130326\results
MU-L,MU-L,US_ASHRAE,0,0,0,0,IAL,211.8309,68.2755,23.2122,43.7486,7.9929,63.3705,0.5043,76.4149,tier3,92,3438,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-L\MU-L_IAL_20260608_130335\MU-L_IAL_20260608_130335.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-L\MU-L_IAL_20260608_130335\results
MU-S1,MU-S1,US_ASHRAE,0,0,0,0,IAL,249.7222,76.3465,28.1157,43.5365,18.6621,69.3344,0.688,73.7175,tier3,123,5184,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-S1\MU-S1_IAL_20260608_130336\MU-S1_IAL_20260608_130336.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-S1\MU-S1_IAL_20260608_130336\results
MU-S2,MU-S2,US_ASHRAE,0,0,0,0,IAL,242.1219,68.6953,27.8861,44.2091,22.197,61.6599,0.6289,96.0157,tier3,115,3502,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-S2\MU-S2_IAL_20260608_130351\MU-S2_IAL_20260608_130351.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-S2\MU-S2_IAL_20260608_130351\results
MU-U1,MU-U1,US_ASHRAE,0,0,0,0,IAL,198.4562,53.2601,39.997,28.2757,7.5807,64.2036,0.0952,18.6711,tier3,93,3121,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-U1\MU-U1_IAL_20260608_130358\MU-U1_IAL_20260608_130358.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-U1\MU-U1_IAL_20260608_130358\results
MU-W,MU-W,US_ASHRAE,0,0,0,0,IAL,187.8188,70.7725,15.9719,31.3739,6.9647,57.2837,0.6271,81.4803,tier3,46,1980,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-W\MU-W_IAL_20260608_130403\MU-W_IAL_20260608_130403.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-W\MU-W_IAL_20260608_130403\results
MU-W2,MU-W2,US_ASHRAE,0,0,0,0,IAL,157.8147,83.734,6.2412,13.0067,8.0875,41.0054,0.5697,118.1936,tier3,0,1570,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-W2\MU-W2_IAL_20260608_130431\MU-W2_IAL_20260608_130431.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\MU-W2\MU-W2_IAL_20260608_130431\results
CC-B,CC-B,US_ASHRAE,0,0,0,0,IAL,239.3629,44.2808,63.9125,18.3072,14.702,85.3249,0.2231,29.3421,tier3,2,1887,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-B\CC-B_IAL_20260608_130431\CC-B_IAL_20260608_130431.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-B\CC-B_IAL_20260608_130431\results
CC-S1,CC-S1,US_ASHRAE,0,0,0,0,IAL,301.0338,97.6118,28.0247,25.6752,36.3798,83.7898,1.1638,119.3605,tier3,0,193,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-S1\CC-S1_IAL_20260608_130435\CC-S1_IAL_20260608_130435.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-S1\CC-S1_IAL_20260608_130435\results
CC-S2,CC-S2,US_ASHRAE,0,0,0,0,IAL,388.3063,117.9687,29.1581,25.5766,63.7374,96.5017,1.3067,172.6037,tier3,0,86,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-S2\CC-S2_IAL_20260608_130437\CC-S2_IAL_20260608_130437.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260608_v2\US_ASHRAE\CC-S2\CC-S2_IAL_20260608_130437\results
