building_id,building_type,standard,env_flag,hvac_flag,dhw_flag,eem4_flag,scenario_tag,EUI_total_kWh_m2,EUI_heating_kWh_m2,EUI_cooling_kWh_m2,EUI_DHW_kWh_m2,EUI_lights_kWh_m2,EUI_equip_kWh_m2,EUI_fans_pumps_kWh_m2,PV_gen_kWh_m2,pv_track,n_severes,n_warnings,idf_path,output_path
RC-D,RC-D,CAN_Z6,0,0,0,0,IAL,160.7844,60.8878,25.083,22.7035,4.7017,46.5502,0.0,100.4822,tier3,0,553,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\RC-D\RC-D_IAL_20260910_064036\RC-D_IAL_20260910_064036.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\RC-D\RC-D_IAL_20260910_064036\results
RC-ML,RC-ML,CAN_Z6,0,0,0,0,IAL,161.5083,53.9367,24.6786,25.0228,5.2214,51.6957,0.0,92.8776,tier3,0,597,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\RC-ML\RC-ML_IAL_20260910_064040\RC-ML_IAL_20260910_064040.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\RC-ML\RC-ML_IAL_20260910_064040\results
RC-T,RC-T,CAN_Z6,0,0,0,0,IAL,162.3005,46.627,24.2855,27.4611,5.7679,57.1062,0.0,85.2183,tier3,0,641,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\RC-T\RC-T_IAL_20260910_064049\RC-T_IAL_20260910_064049.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\RC-T\RC-T_IAL_20260910_064049\results
RC-R,RC-R,CAN_Z6,0,0,0,0,IAL,160.8148,59.8452,26.157,22.7024,4.7017,46.5502,0.0,90.4829,tier3,0,289,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\RC-R\RC-R_IAL_20260910_064050\RC-R_IAL_20260910_064050.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\RC-R\RC-R_IAL_20260910_064050\results
IC-DC,IC-DC,CAN_Z6,0,0,0,0,IAL,6378.6336,62.1456,3054.5163,10.5106,31.9162,3215.7605,0.4886,163.525,tier3,0,167,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\IC-DC\IC-DC_IAL_20260910_064111\IC-DC_IAL_20260910_064111.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\IC-DC\IC-DC_IAL_20260910_064111\results
IC-DE,IC-DE,CAN_Z6,0,0,0,0,IAL,21526.0406,75.7203,10652.3892,13.2263,24.4215,10755.9113,0.6597,118.744,tier3,0,191,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\IC-DE\IC-DE_IAL_20260910_064119\IC-DE_IAL_20260910_064119.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\IC-DE\IC-DE_IAL_20260910_064119\results
MU-C1,MU-C1,CAN_Z6,0,0,0,0,IAL,321.3231,68.7097,152.5122,37.2611,11.4477,45.5953,0.5027,25.7057,tier3,128,5499,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-C1\MU-C1_IAL_20260910_064129\MU-C1_IAL_20260910_064129.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-C1\MU-C1_IAL_20260910_064129\results
MU-C2,MU-C2,CAN_Z6,0,0,0,0,IAL,235.1698,61.5219,96.8386,33.8897,7.6755,28.9158,0.2308,21.6878,tier3,93,3786,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-C2\MU-C2_IAL_20260910_064138\MU-C2_IAL_20260910_064138.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-C2\MU-C2_IAL_20260910_064138\results
MU-HC,MU-HC,CAN_Z6,0,0,0,0,IAL,287.4247,71.2036,126.6321,45.058,8.1118,32.0933,0.4719,47.2478,tier3,94,6749,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-HC\MU-HC_IAL_20260910_064203\MU-HC_IAL_20260910_064203.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-HC\MU-HC_IAL_20260910_064203\results
MU-HS,MU-HS,CAN_Z6,0,0,0,0,IAL,275.3364,91.8992,83.3503,40.7455,10.1287,44.0347,0.895,82.6843,tier3,77,1180,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-HS\MU-HS_IAL_20260910_064208\MU-HS_IAL_20260910_064208.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-HS\MU-HS_IAL_20260910_064208\results
MU-L,MU-L,CAN_Z6,0,0,0,0,IAL,266.8677,80.8686,92.8915,43.5361,7.359,36.9605,0.5043,77.2731,tier3,92,3518,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-L\MU-L_IAL_20260910_064210\MU-L_IAL_20260910_064210.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-L\MU-L_IAL_20260910_064210\results
MU-S1,MU-S1,CAN_Z6,0,0,0,0,IAL,332.0759,82.0192,137.0204,43.5239,18.166,38.3304,0.688,74.128,tier3,117,5307,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-S1\MU-S1_IAL_20260910_064228\MU-S1_IAL_20260910_064228.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-S1\MU-S1_IAL_20260910_064228\results
MU-S2,MU-S2,CAN_Z6,0,0,0,0,IAL,286.334,76.5312,98.4816,44.2109,21.6257,29.0319,0.6289,100.1567,tier3,115,3562,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-S2\MU-S2_IAL_20260910_064243\MU-S2_IAL_20260910_064243.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-S2\MU-S2_IAL_20260910_064243\results
MU-U1,MU-U1,CAN_Z6,0,0,0,0,IAL,200.4084,51.1284,84.0915,28.2762,7.1973,24.5633,0.0952,20.4701,tier3,93,3216,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-U1\MU-U1_IAL_20260910_064317\MU-U1_IAL_20260910_064317.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-U1\MU-U1_IAL_20260910_064317\results
MU-W,MU-W,CAN_Z6,0,0,0,0,IAL,246.6488,84.591,85.4434,31.2412,6.5708,33.3253,0.6208,78.0587,tier3,47,2031,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-W\MU-W_IAL_20260910_064326\MU-W_IAL_20260910_064326.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-W\MU-W_IAL_20260910_064326\results
MU-W2,MU-W2,CAN_Z6,0,0,0,0,IAL,179.4516,99.9836,26.1663,12.7583,8.0944,26.6702,0.5676,118.4603,tier3,16,1650,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-W2\MU-W2_IAL_20260910_064333\MU-W2_IAL_20260910_064333.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\MU-W2\MU-W2_IAL_20260910_064333\results
CC-B,CC-B,CAN_Z6,0,0,0,0,IAL,231.5265,62.4103,90.4604,18.3093,14.7215,33.087,0.2231,30.5413,tier3,1,2054,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-B\CC-B_IAL_20260910_064339\CC-B_IAL_20260910_064339.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-B\CC-B_IAL_20260910_064339\results
CC-S1,CC-S1,CAN_Z6,0,0,0,0,IAL,355.4006,129.4731,86.2785,25.3999,36.461,49.9928,1.1638,128.1175,tier3,0,232,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-S1\CC-S1_IAL_20260910_064349\CC-S1_IAL_20260910_064349.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-S1\CC-S1_IAL_20260910_064349\results
CC-S2,CC-S2,CAN_Z6,0,0,0,0,IAL,436.6142,152.5046,88.893,25.0101,63.8366,54.597,1.3067,185.5179,tier3,0,112,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-S2\CC-S2_IAL_20260910_064351\CC-S2_IAL_20260910_064351.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-S2\CC-S2_IAL_20260910_064351\results
CC-E1,CC-E1,CAN_Z6,0,0,0,0,IAL,207.7775,43.3126,99.4186,12.4372,16.4194,29.1184,0.1835,28.021,tier3,24,1885,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-E1\CC-E1_IAL_20260910_064353\CC-E1_IAL_20260910_064353.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-E1\CC-E1_IAL_20260910_064353\results
CC-E2,CC-E2,CAN_Z6,0,0,0,0,IAL,316.3505,130.1617,105.1514,20.8595,22.8756,33.0722,0.798,51.5334,tier3,27,1628,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-E2\CC-E2_IAL_20260910_064414\CC-E2_IAL_20260910_064414.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-E2\CC-E2_IAL_20260910_064414\results
CC-E3,CC-E3,CAN_Z6,0,0,0,0,IAL,313.4661,115.3437,113.6641,23.2838,21.5879,35.9675,0.6951,54.6445,tier3,69,1984,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-E3\CC-E3_IAL_20260910_064415\CC-E3_IAL_20260910_064415.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-E3\CC-E3_IAL_20260910_064415\results
CC-FD1,CC-FD1,CAN_Z6,0,0,0,0,IAL,274.4505,50.8277,147.9759,29.1818,12.1503,31.0327,0.107,8.9545,tier3,2,1922,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-FD1\CC-FD1_IAL_20260910_064428\CC-FD1_IAL_20260910_064428.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-FD1\CC-FD1_IAL_20260910_064428\results
CC-FD2,CC-FD2,CAN_Z6,0,0,0,0,IAL,252.0744,52.8402,122.6116,22.9161,13.084,33.3833,0.1704,15.5555,tier3,5,8309,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-FD2\CC-FD2_IAL_20260910_064429\CC-FD2_IAL_20260910_064429.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-FD2\CC-FD2_IAL_20260910_064429\results
CC-FD3,CC-FD3,CAN_Z6,0,0,0,0,IAL,237.5631,53.7241,101.5977,29.505,13.2572,34.7873,0.1541,13.2196,tier3,8,12751,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-FD3\CC-FD3_IAL_20260910_064440\CC-FD3_IAL_20260910_064440.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v1\CAN_Z6\CC-FD3\CC-FD3_IAL_20260910_064440\results
RS-I1,RS-I1,CAN_Z4,0,0,0,0,IAL,250.9235,60.3076,94.3452,40.1561,8.3769,42.9957,0.7686,100.6121,tier3,69,926,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RS-I1\RS-I1_IAL_20260910_064923\RS-I1_IAL_20260910_064923.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RS-I1\RS-I1_IAL_20260910_064923\results
RS-S,RS-S,CAN_Z4,0,0,0,0,IAL,213.3618,59.499,30.4067,36.7781,7.8322,73.2828,1.0516,90.3878,tier3,0,1181,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RS-S\RS-S_IAL_20260910_064923\RS-S_IAL_20260910_064923.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RS-S\RS-S_IAL_20260910_064923\results
RS-I2,RS-I2,CAN_Z4,0,0,0,0,IAL,248.0167,59.3157,114.8521,31.1529,9.5515,29.4527,0.4224,76.6246,tier3,117,4958,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RS-I2\RS-I2_IAL_20260910_064923\RS-I2_IAL_20260910_064923.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RS-I2\RS-I2_IAL_20260910_064923\results
RS-I3,RS-I3,CAN_Z4,0,0,0,0,IAL,214.0025,63.3824,54.6003,23.8005,10.4392,57.3324,0.6524,125.7379,tier3,0,726,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RS-I3\RS-I3_IAL_20260910_064923\RS-I3_IAL_20260910_064923.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RS-I3\RS-I3_IAL_20260910_064923\results
RS-I4,RS-I4,CAN_Z4,0,0,0,0,IAL,253.1545,54.9143,127.9396,32.4224,9.173,25.4283,0.273,83.3702,tier3,115,4380,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RS-I4\RS-I4_IAL_20260910_064923\RS-I4_IAL_20260910_064923.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RS-I4\RS-I4_IAL_20260910_064923\results
RC-HR1,RC-HR1,CAN_Z4,0,0,0,0,IAL,191.2165,23.758,92.7209,48.2029,4.2727,19.1672,0.0227,41.9172,tier3,138,3784,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RC-HR1\RC-HR1_IAL_20260910_064924\RC-HR1_IAL_20260910_064924.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RC-HR1\RC-HR1_IAL_20260910_064924\results
RC-HR2,RC-HR2,CAN_Z4,0,0,0,0,IAL,184.2972,25.7698,80.0252,51.8371,3.857,19.0293,0.0409,26.047,tier3,92,2577,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RC-HR2\RC-HR2_IAL_20260910_064924\RC-HR2_IAL_20260910_064924.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RC-HR2\RC-HR2_IAL_20260910_064924\results
RC-MR1,RC-MR1,CAN_Z4,0,0,0,0,IAL,164.0256,19.7023,68.727,37.6308,5.0929,30.9992,0.0,68.8322,tier3,92,1063,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RC-MR1\RC-MR1_IAL_20260910_064924\RC-MR1_IAL_20260910_064924.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RC-MR1\RC-MR1_IAL_20260910_064924\results
RC-MR2,RC-MR2,CAN_Z4,0,0,0,0,IAL,181.391,22.6037,88.7551,43.6592,4.7934,19.3399,0.0,61.659,tier3,184,5042,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RC-MR2\RC-MR2_IAL_20260910_065234\RC-MR2_IAL_20260910_065234.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RC-MR2\RC-MR2_IAL_20260910_065234\results
RC-MR3,RC-MR3,CAN_Z4,0,0,0,0,IAL,181.2071,23.0891,88.0822,43.663,4.7933,19.3398,0.0,61.6589,tier3,276,7270,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RC-MR3\RC-MR3_IAL_20260910_065332\RC-MR3_IAL_20260910_065332.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RC-MR3\RC-MR3_IAL_20260910_065332\results
RC-D,RC-D,CAN_Z4,0,0,0,0,IAL,124.6019,33.0146,17.5277,21.9494,4.7017,46.5502,0.0,93.5501,tier3,0,555,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RC-D\RC-D_IAL_20260910_065350\RC-D_IAL_20260910_065350.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_a1_IAL_20260910_v2\CAN_Z4\RC-D\RC-D_IAL_20260910_065350\results
