building_id,building_type,standard,env_flag,hvac_flag,dhw_flag,eem4_flag,scenario_tag,EUI_total_kWh_m2,EUI_heating_kWh_m2,EUI_cooling_kWh_m2,EUI_DHW_kWh_m2,EUI_lights_kWh_m2,EUI_equip_kWh_m2,EUI_fans_pumps_kWh_m2,PV_gen_kWh_m2,pv_track,n_severes,n_warnings,idf_path,output_path
RS-I1,RS-I1,CAN_MTL,1,0,1,1,EEM_J_ENV_DHW_EEM4,110.4081,40.1804,7.2989,13.2908,3.5998,32.7712,8.0083,109.8016,tier3,23,2238,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I1\RS-I1_EEM_J_ENV_DHW_EEM4_20260602_182347\RS-I1_EEM_J_ENV_DHW_EEM4_20260602_182347.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I1\RS-I1_EEM_J_ENV_DHW_EEM4_20260602_182347\results
RS-I1,RS-I1,CAN_MTL,1,1,1,1,EEM_J_ENV_HVAC_DHW_EEM4,83.3544,11.8345,7.7771,13.3153,3.5998,32.7712,8.8806,109.8016,tier3,24,2327,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I1\RS-I1_EEM_J_ENV_HVAC_DHW_EEM4_20260602_182350\RS-I1_EEM_J_ENV_HVAC_DHW_EEM4_20260602_182350.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I1\RS-I1_EEM_J_ENV_HVAC_DHW_EEM4_20260602_182350\results
RS-S,RS-S,CAN_MTL,0,0,0,0,EEM_J_DEFAULT,202.0158,60.9179,8.586,37.4307,7.8182,73.5807,9.1148,0.0,native,18,1207,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_DEFAULT_20260602_182355\RS-S_EEM_J_DEFAULT_20260602_182355.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_DEFAULT_20260602_182355\results
RS-S,RS-S,CAN_MTL,1,0,0,0,EEM_J_ENVELOPE,182.0258,42.0804,8.9684,36.4642,7.8069,73.5807,8.555,97.1169,tier3,7,1209,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENVELOPE_20260602_182358\RS-S_EEM_J_ENVELOPE_20260602_182358.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENVELOPE_20260602_182358\results
RS-S,RS-S,CAN_MTL,0,1,0,0,EEM_J_HVAC_ONLY,159.8435,18.123,7.8694,37.4816,7.8182,73.5807,10.5274,97.1686,tier3,2,1298,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_HVAC_ONLY_20260602_182359\RS-S_EEM_J_HVAC_ONLY_20260602_182359.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_HVAC_ONLY_20260602_182359\results
RS-S,RS-S,CAN_MTL,0,0,1,0,EEM_J_DHW_ONLY,179.3993,65.4229,8.5979,10.1634,7.8182,73.5807,9.2484,97.1686,tier3,18,1452,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_DHW_ONLY_20260602_182402\RS-S_EEM_J_DHW_ONLY_20260602_182402.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_DHW_ONLY_20260602_182402\results
RS-S,RS-S,CAN_MTL,1,1,0,0,EEM_J_ENV_HVAC,152.4987,12.2399,8.1902,36.5136,7.8069,73.5807,9.7171,97.1169,tier3,7,1285,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENV_HVAC_20260602_182405\RS-S_EEM_J_ENV_HVAC_20260602_182405.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENV_HVAC_20260602_182405\results
RS-S,RS-S,CAN_MTL,1,0,1,0,EEM_J_ENV_DHW,159.9833,46.6009,8.977,9.7653,7.8069,73.5807,8.6818,97.1169,tier3,6,1471,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENV_DHW_20260602_182457\RS-S_EEM_J_ENV_DHW_20260602_182457.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENV_DHW_20260602_182457\results
RS-S,RS-S,CAN_MTL,0,1,1,0,EEM_J_HVAC_DHW,137.2226,22.6652,7.8906,10.1634,7.8182,73.5807,10.6604,97.1686,tier3,2,1557,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_HVAC_DHW_20260602_182514\RS-S_EEM_J_HVAC_DHW_20260602_182514.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_HVAC_DHW_20260602_182514\results
RS-S,RS-S,CAN_MTL,1,1,1,0,EEM_J_ENV_HVAC_DHW,130.4753,16.7732,8.2009,9.8147,7.8069,73.5807,9.848,97.1169,tier3,6,1547,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENV_HVAC_DHW_20260602_182515\RS-S_EEM_J_ENV_HVAC_DHW_20260602_182515.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENV_HVAC_DHW_20260602_182515\results
RS-S,RS-S,CAN_MTL,0,0,0,1,EEM_J_EEM4_ONLY,184.3757,67.4518,6.9249,37.4435,3.9703,55.1824,8.8377,97.1686,tier3,2,1197,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_EEM4_ONLY_20260602_182528\RS-S_EEM_J_EEM4_ONLY_20260602_182528.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_EEM4_ONLY_20260602_182528\results
RS-S,RS-S,CAN_MTL,1,0,0,1,EEM_J_ENVELOPE_EEM4,162.7163,47.3263,7.0073,36.5112,3.9643,55.1824,8.1569,97.1169,tier3,5,1235,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENVELOPE_EEM4_20260602_182544\RS-S_EEM_J_ENVELOPE_EEM4_20260602_182544.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENVELOPE_EEM4_20260602_182544\results
RS-S,RS-S,CAN_MTL,0,1,0,1,EEM_J_HVAC_ONLY_EEM4,138.0427,20.1945,6.3193,37.4959,3.9703,55.1824,10.442,97.1686,tier3,2,1303,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_HVAC_ONLY_EEM4_20260602_182546\RS-S_EEM_J_HVAC_ONLY_EEM4_20260602_182546.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_HVAC_ONLY_EEM4_20260602_182546\results
RS-S,RS-S,CAN_MTL,0,0,1,1,EEM_J_DHW_ONLY_EEM4,161.6896,71.9098,6.9451,10.1447,3.9703,55.1824,8.9719,97.1686,tier3,3,1459,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_DHW_ONLY_EEM4_20260602_182547\RS-S_EEM_J_DHW_ONLY_EEM4_20260602_182547.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_DHW_ONLY_EEM4_20260602_182547\results
RS-S,RS-S,CAN_MTL,1,1,0,1,EEM_J_ENV_HVAC_EEM4,129.9025,13.9861,6.3417,36.5618,3.9643,55.1824,9.4213,97.1169,tier3,5,1292,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENV_HVAC_EEM4_20260602_182552\RS-S_EEM_J_ENV_HVAC_EEM4_20260602_182552.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENV_HVAC_EEM4_20260602_182552\results
RS-S,RS-S,CAN_MTL,1,0,1,1,EEM_J_ENV_DHW_EEM4,140.6709,51.8468,7.0136,9.8108,3.9643,55.1824,8.2845,97.1169,tier3,6,1504,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENV_DHW_EEM4_20260602_182638\RS-S_EEM_J_ENV_DHW_EEM4_20260602_182638.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENV_DHW_EEM4_20260602_182638\results
RS-S,RS-S,CAN_MTL,0,1,1,1,EEM_J_HVAC_DHW_EEM4,115.3989,24.7313,6.3387,10.1631,3.9703,55.1824,10.5741,97.1686,tier3,3,1570,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_HVAC_DHW_EEM4_20260602_182642\RS-S_EEM_J_HVAC_DHW_EEM4_20260602_182642.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_HVAC_DHW_EEM4_20260602_182642\results
RS-S,RS-S,CAN_MTL,1,1,1,1,EEM_J_ENV_HVAC_DHW_EEM4,107.8657,18.5185,6.3524,9.8489,3.9643,55.1824,9.5537,97.1169,tier3,38,1558,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENV_HVAC_DHW_EEM4_20260602_182705\RS-S_EEM_J_ENV_HVAC_DHW_EEM4_20260602_182705.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-S\RS-S_EEM_J_ENV_HVAC_DHW_EEM4_20260602_182705\results
RS-I2,RS-I2,CAN_MTL,0,0,0,0,EEM_J_DEFAULT,145.293,54.9602,8.332,31.1556,9.3743,29.5438,8.601,6.1784,native,5,7152,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_DEFAULT_20260602_182706\RS-I2_EEM_J_DEFAULT_20260602_182706.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_DEFAULT_20260602_182706\results
RS-I2,RS-I2,CAN_MTL,1,0,0,0,EEM_J_ENVELOPE,128.8569,40.6534,7.4502,31.1352,9.327,29.5438,7.4196,84.3939,tier3,5,7156,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENVELOPE_20260602_182721\RS-I2_EEM_J_ENVELOPE_20260602_182721.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENVELOPE_20260602_182721\results
RS-I2,RS-I2,CAN_MTL,0,1,0,0,EEM_J_HVAC_ONLY,107.2066,16.0555,8.313,31.1911,9.4657,29.5438,9.3527,84.3939,tier3,5,7562,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_HVAC_ONLY_20260602_182726\RS-I2_EEM_J_HVAC_ONLY_20260602_182726.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_HVAC_ONLY_20260602_182726\results
RS-I2,RS-I2,CAN_MTL,0,0,1,0,EEM_J_DHW_ONLY,127.8604,58.5229,7.9044,10.8057,9.4657,29.5438,8.2923,84.3939,tier3,3,8945,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_DHW_ONLY_20260602_182729\RS-I2_EEM_J_DHW_ONLY_20260602_182729.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_DHW_ONLY_20260602_182729\results
RS-I2,RS-I2,CAN_MTL,1,1,0,0,EEM_J_ENV_HVAC,100.8702,11.5284,7.9862,31.1676,9.327,29.5438,8.0294,84.3939,tier3,6,7566,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENV_HVAC_20260602_182741\RS-I2_EEM_J_ENV_HVAC_20260602_182741.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENV_HVAC_20260602_182741\results
RS-I2,RS-I2,CAN_MTL,1,0,1,0,EEM_J_ENV_DHW,110.219,42.4976,7.3338,10.7614,9.327,29.5438,7.4278,84.3939,tier3,14,8938,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENV_DHW_20260602_182756\RS-I2_EEM_J_ENV_DHW_20260602_182756.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENV_DHW_20260602_182756\results
RS-I2,RS-I2,CAN_MTL,0,1,1,0,EEM_J_HVAC_DHW,88.4682,17.7573,8.2125,10.7967,9.4657,29.5438,9.4073,84.3939,tier3,11,9356,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_HVAC_DHW_20260602_182828\RS-I2_EEM_J_HVAC_DHW_20260602_182828.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_HVAC_DHW_20260602_182828\results
RS-I2,RS-I2,CAN_MTL,1,1,1,0,EEM_J_ENV_HVAC_DHW,82.0926,13.2603,7.8461,10.7777,9.327,29.5438,8.0499,84.3939,tier3,14,9346,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENV_HVAC_DHW_20260602_182831\RS-I2_EEM_J_ENV_HVAC_DHW_20260602_182831.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENV_HVAC_DHW_20260602_182831\results
RS-I2,RS-I2,CAN_MTL,1,0,0,1,EEM_J_ENVELOPE_EEM4,112.874,41.923,5.7859,31.1506,4.004,20.4088,6.2776,84.3939,tier3,13,8246,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENVELOPE_EEM4_20260602_182838\RS-I2_EEM_J_ENVELOPE_EEM4_20260602_182838.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENVELOPE_EEM4_20260602_182838\results
RS-I2,RS-I2,CAN_MTL,1,1,0,1,EEM_J_ENV_HVAC_EEM4,83.5559,11.5256,6.1385,31.1955,4.004,20.4088,7.0015,84.3939,tier3,15,8666,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENV_HVAC_EEM4_20260602_182839\RS-I2_EEM_J_ENV_HVAC_EEM4_20260602_182839.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENV_HVAC_EEM4_20260602_182839\results
RS-I2,RS-I2,CAN_MTL,1,0,1,1,EEM_J_ENV_DHW_EEM4,94.3435,43.8529,5.6921,10.7588,4.004,20.4088,6.3026,84.3939,tier3,8,10047,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENV_DHW_EEM4_20260602_182843\RS-I2_EEM_J_ENV_DHW_EEM4_20260602_182843.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENV_DHW_EEM4_20260602_182843\results
RS-I2,RS-I2,CAN_MTL,1,1,1,1,EEM_J_ENV_HVAC_DHW_EEM4,64.8405,13.3065,6.0138,10.7855,4.004,20.4088,7.0399,84.3939,tier3,27,10459,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENV_HVAC_DHW_EEM4_20260602_182903\RS-I2_EEM_J_ENV_HVAC_DHW_EEM4_20260602_182903.idf,c:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j3_20260602_v2\CAN_MTL\RS-I2\RS-I2_EEM_J_ENV_HVAC_DHW_EEM4_20260602_182903\results
