NU,Archetype,EEM_Level,EUI,Htg,Clg,DHW,Ltg,Equip,F+P,PV
CC-FD1,CC-FD1,EEM4,60.2,1.9,6.2,9.2,6.1,19.6,11.5,8.9
CC-FD2,CC-FD2,DEFAULT,110.5,17.1,6.2,22.9,13.1,33.4,8.2,1.2
CC-FD2,CC-FD2,EEM1,105.7,8.7,7.5,22.9,13.2,33.4,10.5,15.5
CC-FD2,CC-FD2,EEM2,99.5,2.0,7.3,22.9,13.2,33.4,11.1,15.5
CC-FD2,CC-FD2,EEM3,84.2,3.0,7.3,6.6,13.2,33.4,11.1,15.5
CC-FD2,CC-FD2,EEM4,61.5,3.3,5.7,6.6,6.3,21.4,8.6,15.5
CC-FD3,CC-FD3,DEFAULT,124.1,22.6,7.2,29.5,13.2,34.8,9.4,0.4
CC-FD3,CC-FD3,EEM1,115.2,10.4,8.9,29.5,13.4,34.8,10.8,13.1
CC-FD3,CC-FD3,EEM2,107.1,1.7,8.8,29.5,13.4,34.8,11.5,13.1
CC-FD3,CC-FD3,EEM3,87.7,2.2,8.8,9.6,13.4,34.8,11.5,13.1
CC-FD3,CC-FD3,EEM4,65.4,2.4,6.9,9.6,6.6,23.1,9.2,13.1
CC-S1,CC-S1,DEFAULT,238.2,71.9,8.6,25.6,36.2,56.3,11.3,5.0
CC-S1,CC-S1,EEM1,220.1,49.8,12.7,25.6,36.2,56.3,11.0,127.2
CC-S1,CC-S1,EEM2,185.4,16.0,10.8,25.6,36.2,56.3,12.0,127.2
CC-S1,CC-S1,EEM3,167.8,20.2,10.8,3.8,36.2,56.3,12.0,127.2
CC-S1,CC-S1,EEM4,134.5,22.3,6.4,3.9,16.8,45.8,10.7,127.2
CC-S2,CC-S2,DEFAULT,323.3,86.1,10.6,25.5,63.4,67.6,16.1,3.2
CC-S2,CC-S2,EEM1,301.7,57.6,18.6,25.5,63.4,67.6,14.7,183.9
CC-S2,CC-S2,EEM2,259.8,18.3,14.8,25.5,63.4,67.6,15.9,183.9
CC-S2,CC-S2,EEM3,241.0,22.2,14.8,2.7,63.4,67.6,16.0,183.9
CC-S2,CC-S2,EEM4,192.3,23.9,7.6,2.7,29.4,59.5,14.9,183.9
IC-DC,IC-DC,DEFAULT,3664.1,34.2,442.8,10.5,31.7,2714.0,325.0,4.2
IC-DC,IC-DC,EEM1,3670.0,25.5,447.5,10.5,31.8,2714.1,332.3,163.9
IC-DC,IC-DC,EEM2,3656.5,11.5,447.6,10.5,31.8,2714.1,332.7,163.9
IC-DC,IC-DC,EEM3,3648.4,13.0,447.6,0.9,31.8,2714.1,332.8,163.9
IC-DC,IC-DC,EEM4,3643.2,14.1,447.1,0.9,29.2,2711.4,332.3,163.9
IC-DE,IC-DE,DEFAULT,11954.2,51.6,1379.0,13.2,24.3,9035.6,1109.2,6.4
IC-DE,IC-DE,EEM1,11949.3,38.3,1380.8,13.2,24.4,9035.3,1114.8,119.5
IC-DE,IC-DE,EEM2,11926.1,14.7,1380.8,13.2,24.4,9035.3,1115.4,119.5
IC-DE,IC-DE,EEM3,11916.3,16.7,1380.8,1.3,24.4,9035.3,1115.5,119.5
IC-DE,IC-DE,EEM4,11905.4,16.8,1380.0,1.3,21.1,9028.8,1114.9,119.5
MU-C1,MU-C1,DEFAULT,193.1,44.2,10.0,41.0,11.9,57.8,18.4,3.5
MU-C1,MU-C1,EEM1,173.3,22.3,12.0,41.0,11.8,57.8,18.4,26.0
MU-C1,MU-C1,EEM2,161.2,9.0,12.1,41.0,11.8,57.8,19.5,26.0
MU-C1,MU-C1,EEM3,132.0,13.9,12.1,6.9,11.8,57.8,19.6,26.0
MU-C1,MU-C1,EEM4,108.3,14.8,8.7,7.0,5.5,44.7,17.8,26.0
MU-C2,MU-C2,DEFAULT,128.2,26.5,5.0,33.9,8.0,39.0,8.5,2.5
MU-C2,MU-C2,EEM1,113.0,9.2,6.9,33.9,8.0,39.0,8.7,21.4
MU-C2,MU-C2,EEM2,106.6,2.1,7.4,33.9,8.0,39.0,9.0,21.4
MU-C2,MU-C2,EEM3,82.6,6.8,7.4,5.1,8.0,39.0,9.0,21.4
MU-C2,MU-C2,EEM4,57.6,7.7,3.9,5.2,3.5,23.2,6.9,21.4
MU-HC,MU-HC,DEFAULT,152.0,43.5,9.1,45.1,8.1,32.2,9.2,4.3
MU-HC,MU-HC,EEM1,144.0,31.9,11.8,45.1,8.0,32.2,10.3,48.0
MU-HC,MU-HC,EEM2,120.7,7.4,12.7,45.1,8.0,32.2,10.6,48.0
MU-HC,MU-HC,EEM3,89.0,12.2,12.6,8.6,8.0,32.2,10.7,48.0
MU-HC,MU-HC,EEM4,73.5,12.6,9.7,8.6,3.8,24.8,9.5,48.0
MU-HS,MU-HS,DEFAULT,184.2,62.6,10.1,41.0,10.1,44.4,10.0,1.9
MU-HS,MU-HS,EEM1,164.7,42.2,11.4,40.7,10.1,44.4,10.1,82.6
MU-HS,MU-HS,EEM2,131.7,8.1,12.2,40.8,10.1,44.4,10.6,82.6
MU-HS,MU-HS,EEM3,106.0,10.5,12.0,12.8,10.1,44.4,10.6,82.6
MU-HS,MU-HS,EEM4,90.6,11.3,9.7,12.8,4.9,36.0,10.2,82.6
MU-L,MU-L,DEFAULT,146.5,36.9,7.6,43.7,7.3,37.3,8.9,0.0
MU-L,MU-L,EEM1,131.4,20.2,9.3,43.6,7.3,37.3,8.8,79.3
MU-L,MU-L,EEM2,120.0,7.4,10.8,43.6,7.3,37.3,8.8,79.3
MU-L,MU-L,EEM3,92.3,8.9,10.5,14.6,7.3,37.3,8.8,79.3
MU-L,MU-L,EEM4,77.1,10.4,7.7,14.7,3.1,28.9,7.8,79.3
MU-S1,MU-S1,DEFAULT,181.1,47.3,8.9,43.5,18.1,40.7,9.7,2.9
MU-S1,MU-S1,EEM1,171.4,34.8,11.4,43.4,18.0,40.7,10.0,75.9
MU-S1,MU-S1,EEM2,147.7,10.5,11.5,43.5,18.0,40.7,10.4,75.9
MU-S1,MU-S1,EEM3,119.8,13.9,11.2,12.4,18.0,40.7,10.5,75.9
MU-S1,MU-S1,EEM4,97.3,14.2,7.5,12.4,8.3,32.5,9.4,75.9
MU-S2,MU-S2,DEFAULT,175.6,40.7,9.4,44.1,21.5,32.5,10.6,0.9
MU-S2,MU-S2,EEM1,167.1,29.9,12.0,44.1,21.5,32.5,10.3,101.1
MU-S2,MU-S2,EEM2,146.3,8.4,12.2,44.1,21.5,32.5,10.7,101.1
MU-S2,MU-S2,EEM3,119.9,10.9,11.9,15.5,21.5,32.5,10.8,101.1
MU-S2,MU-S2,EEM4,95.6,11.2,7.7,15.5,9.9,24.6,9.9,101.1
MU-U1,MU-U1,DEFAULT,112.4,22.0,4.6,28.3,7.6,35.9,8.1,2.3
MU-U1,MU-U1,EEM1,96.7,4.2,6.6,28.3,7.6,35.9,8.3,20.1
MU-U1,MU-U1,EEM2,94.6,1.1,7.4,28.3,7.6,35.9,8.4,20.1
MU-U1,MU-U1,EEM3,74.2,5.1,7.3,4.0,7.6,35.9,8.5,20.1
MU-U1,MU-U1,EEM4,47.4,6.0,3.5,4.0,3.3,18.4,6.2,20.1
MU-W,MU-W,DEFAULT,132.2,44.1,5.3,31.3,6.4,33.6,6.6,2.7
MU-W,MU-W,EEM1,118.5,29.9,6.0,31.3,6.5,33.6,6.4,82.3
MU-W,MU-W,EEM2,99.9,10.2,6.8,31.3,6.5,33.6,6.6,82.3
MU-W,MU-W,EEM3,79.8,11.9,6.7,9.6,6.5,33.6,6.7,82.3
MU-W,MU-W,EEM4,70.0,13.0,5.0,9.6,3.0,28.5,6.0,82.3
MU-W2,MU-W2,DEFAULT,113.5,54.1,2.2,13.0,7.6,27.1,4.2,9.9
MU-W2,MU-W2,EEM1,97.7,38.9,1.9,13.0,8.0,27.1,3.6,121.7
MU-W2,MU-W2,EEM2,77.0,17.6,2.0,13.0,8.0,27.1,4.1,121.7
MU-W2,MU-W2,EEM3,67.0,19.4,2.0,1.2,8.0,27.1,4.1,121.7
MU-W2,MU-W2,EEM4,60.9,21.5,1.5,1.2,3.9,24.0,3.5,121.7
RC-D,RC-D,DEFAULT,127.8,41.8,5.8,22.1,4.7,46.6,6.0,0.0
RC-D,RC-D,EEM1,101.7,15.8,6.5,21.7,4.7,46.6,5.7,101.4
RC-D,RC-D,EEM2,89.9,4.2,5.8,21.7,4.7,46.6,6.2,101.4
RC-D,RC-D,EEM3,77.7,6.9,5.8,6.6,4.7,46.6,6.3,101.4
RC-D,RC-D,EEM4,57.5,8.3,4.5,6.6,2.6,28.3,6.3,101.4
RC-HR1,RC-HR1,DEFAULT,104.5,12.8,8.3,48.2,4.3,19.2,8.6,1.9
RC-HR1,RC-HR1,EEM1,99.4,4.1,11.5,48.1,4.3,19.2,9.1,46.2
RC-HR1,RC-HR1,EEM2,98.6,1.4,13.4,48.2,4.3,19.2,9.0,46.2
RC-HR1,RC-HR1,EEM3,66.1,4.9,13.2,12.3,4.3,19.2,9.0,46.2
RC-HR1,RC-HR1,EEM4,50.5,5.3,9.3,12.4,1.7,11.0,7.7,46.2
RC-HR2,RC-HR2,DEFAULT,110.1,13.8,8.4,51.8,3.9,19.0,9.3,3.4
RC-HR2,RC-HR2,EEM1,105.4,4.5,12.4,51.8,3.9,19.0,9.9,28.1
RC-HR2,RC-HR2,EEM2,105.1,2.0,14.5,51.8,3.9,19.0,10.0,28.1
RC-HR2,RC-HR2,EEM3,67.7,8.2,14.4,8.1,3.9,19.0,10.1,28.1
RC-HR2,RC-HR2,EEM4,51.4,8.8,9.9,8.2,1.5,10.9,8.3,28.1
RC-ML,RC-ML,DEFAULT,129.4,35.2,5.8,24.4,5.2,51.7,6.2,0.0
RC-ML,RC-ML,EEM1,105.5,11.2,6.8,23.8,5.2,51.7,5.9,93.6
RC-ML,RC-ML,EEM2,97.0,3.0,5.9,23.8,5.2,51.7,6.4,93.6
RC-ML,RC-ML,EEM3,83.5,4.4,6.0,8.8,5.2,51.7,6.5,93.6
RC-ML,RC-ML,EEM4,60.7,5.8,4.4,8.8,2.9,31.5,6.4,93.6
RC-MR1,RC-MR1,DEFAULT,106.4,15.1,8.0,37.8,5.1,31.0,7.5,0.0
RC-MR1,RC-MR1,EEM1,97.2,3.8,10.3,37.3,5.1,31.0,7.9,76.1
RC-MR1,RC-MR1,EEM2,95.6,1.3,11.4,37.3,5.1,31.0,7.7,76.1
RC-MR1,RC-MR1,EEM3,73.4,1.3,11.1,15.3,5.1,31.0,7.7,76.1
RC-MR1,RC-MR1,EEM4,54.9,1.7,8.3,15.3,2.3,18.5,7.0,76.1
RC-MR2,RC-MR2,DEFAULT,99.8,14.3,7.8,43.6,4.8,19.3,7.8,0.0
RC-MR2,RC-MR2,EEM1,93.4,5.5,9.9,43.5,4.8,19.3,8.1,68.6
RC-MR2,RC-MR2,EEM2,91.1,1.8,11.7,43.5,4.8,19.3,7.7,68.6
RC-MR2,RC-MR2,EEM3,64.6,1.8,11.4,17.4,4.8,19.3,7.7,68.6
RC-MR2,RC-MR2,EEM4,50.1,2.1,8.3,17.4,2.0,11.2,6.8,68.6
RC-MR3,RC-MR3,DEFAULT,99.7,14.7,7.4,43.6,4.8,19.3,7.6,0.0
RC-MR3,RC-MR3,EEM1,93.1,5.7,9.5,43.5,4.8,19.3,8.0,68.6
RC-MR3,RC-MR3,EEM2,90.6,1.8,11.3,43.5,4.8,19.3,7.6,68.6
RC-MR3,RC-MR3,EEM3,64.1,1.9,10.9,17.4,4.8,19.3,7.6,68.6
RC-MR3,RC-MR3,EEM4,49.6,2.2,7.9,17.4,2.0,11.2,6.7,68.6
RC-R,RC-R,DEFAULT,127.3,41.1,6.0,22.1,4.7,46.6,6.0,0.0
RC-R,RC-R,EEM1,101.4,15.1,6.8,21.7,4.7,46.6,5.7,91.2
RC-R,RC-R,EEM2,90.1,4.0,6.1,21.7,4.7,46.6,6.2,91.2
RC-R,RC-R,EEM3,77.8,6.7,6.1,6.6,4.7,46.6,6.4,91.2
RC-R,RC-R,EEM4,57.6,8.1,4.8,6.6,2.6,28.3,6.3,91.2
RC-T,RC-T,DEFAULT,131.2,28.2,5.8,26.9,5.8,57.1,6.4,0.0
RC-T,RC-T,EEM1,109.5,6.4,7.0,26.0,5.8,57.1,6.2,85.7
RC-T,RC-T,EEM2,104.4,1.7,6.1,26.0,5.8,57.1,6.6,85.7
RC-T,RC-T,EEM3,89.6,1.8,6.2,11.1,5.8,57.1,6.6,85.7
RC-T,RC-T,EEM4,64.1,3.1,4.3,11.2,3.2,34.8,6.5,85.7
RS-I1,RS-I1,DEFAULT,156.8,42.9,8.6,40.2,8.2,43.0,9.1,3.6
RS-I1,RS-I1,EEM1,140.1,25.1,9.9,39.9,8.2,43.0,9.2,110.3
RS-I1,RS-I1,EEM2,123.0,6.7,10.8,40.0,8.2,43.0,9.6,110.3
RS-I1,RS-I1,EEM3,98.9,9.1,10.6,13.6,8.2,43.0,9.7,110.3
RS-I1,RS-I1,EEM4,81.4,9.7,8.0,13.6,3.6,32.8,8.6,110.3
RS-I2,RS-I2,DEFAULT,128.9,38.3,7.7,31.1,9.4,29.5,8.0,6.4
RS-I2,RS-I2,EEM1,113.9,23.6,7.7,31.1,9.3,29.5,7.7,85.2
RS-I2,RS-I2,EEM2,98.0,6.7,8.3,31.1,9.3,29.5,8.0,85.2
RS-I2,RS-I2,EEM3,79.4,8.4,8.2,11.0,9.3,29.5,8.0,85.2
RS-I2,RS-I2,EEM4,62.9,9.0,6.2,11.0,4.0,20.4,6.7,85.2
RS-I3,RS-I3,DEFAULT,164.7,49.3,8.2,24.3,10.2,57.6,10.1,6.3
RS-I3,RS-I3,EEM1,136.4,23.9,8.1,23.6,10.2,57.6,7.9,136.0
RS-I3,RS-I3,EEM2,118.8,5.9,7.5,23.6,10.2,57.6,8.9,136.0
RS-I3,RS-I3,EEM3,104.0,7.6,7.5,7.1,10.2,57.6,9.0,136.0
RS-I3,RS-I3,EEM4,81.7,8.6,5.7,7.1,4.7,41.7,8.6,136.0
RS-I4,RS-I4,DEFAULT,122.1,33.2,8.3,32.4,9.0,25.5,8.9,6.3
RS-I4,RS-I4,EEM1,105.2,16.7,8.4,32.4,8.9,25.5,8.3,91.8
RS-I4,RS-I4,EEM2,93.8,4.2,9.3,32.4,8.9,25.5,8.5,91.8
RS-I4,RS-I4,EEM3,74.6,5.2,9.1,12.4,8.9,25.5,8.5,91.8
RS-I4,RS-I4,EEM4,59.0,5.8,6.8,12.4,3.7,17.3,7.1,91.8
RS-S,RS-S,DEFAULT,188.4,48.4,7.9,37.4,7.8,73.6,8.7,0.0
RS-S,RS-S,EEM1,171.4,31.9,8.7,36.4,7.8,73.6,8.4,97.8
RS-S,RS-S,EEM2,149.7,10.0,7.9,36.5,7.8,73.6,9.4,97.8
RS-S,RS-S,EEM3,127.8,14.4,7.9,10.1,7.8,73.6,9.6,97.8
RS-S,RS-S,EEM4,104.7,15.8,6.0,10.1,4.0,55.2,9.1,97.8
