NU,Archetype,EEM_Level,EUI,Htg,Clg,DHW,Ltg,Equip,F+P,PV
MU-HC,MU-HC,EEM4,87.1,30.4,3.5,9.1,3.9,24.8,10.0,41.0
MU-HS,MU-HS,DEFAULT,250.2,131.6,4.3,41.1,10.1,44.4,10.7,1.6
MU-HS,MU-HS,EEM1,218.3,100.5,4.9,40.9,10.1,44.4,10.2,70.7
MU-HS,MU-HS,EEM2,144.2,24.0,5.4,41.0,10.1,44.4,12.3,70.7
MU-HS,MU-HS,EEM3,118.9,26.6,5.2,13.2,10.1,44.4,12.3,70.7
MU-HS,MU-HS,EEM4,104.0,26.8,3.9,13.2,4.9,36.0,12.0,70.7
MU-L,MU-L,DEFAULT,204.4,98.3,3.4,43.7,7.4,37.3,9.5,0.0
MU-L,MU-L,EEM1,176.2,70.4,4.2,43.7,7.4,37.3,8.4,65.8
MU-L,MU-L,EEM2,129.8,21.3,5.0,43.9,7.4,37.3,10.4,65.8
MU-L,MU-L,EEM3,102.6,23.0,4.9,15.2,7.4,37.3,10.4,65.8
MU-L,MU-L,EEM4,89.5,25.2,3.2,15.2,3.1,28.9,9.4,65.8
MU-S1,MU-S1,DEFAULT,238.2,109.7,4.0,43.5,18.2,40.7,9.7,2.4
MU-S1,MU-S1,EEM1,222.4,92.2,5.9,43.5,18.1,40.7,9.5,63.0
MU-S1,MU-S1,EEM2,159.5,26.8,5.8,43.7,18.1,40.7,12.2,63.0
MU-S1,MU-S1,EEM3,132.2,30.5,5.6,12.7,18.1,40.7,12.3,63.0
MU-S1,MU-S1,EEM4,110.9,30.7,3.2,12.7,8.4,32.5,11.2,63.0
MU-S2,MU-S2,DEFAULT,228.6,99.1,4.6,44.2,21.6,32.5,10.8,0.8
MU-S2,MU-S2,EEM1,216.5,85.3,6.8,44.2,21.5,32.5,10.1,86.4
MU-S2,MU-S2,EEM2,151.9,18.1,6.7,44.4,21.5,32.5,12.7,86.4
MU-S2,MU-S2,EEM3,126.0,20.7,6.6,16.0,21.5,32.5,12.8,86.4
MU-S2,MU-S2,EEM4,103.6,21.7,3.6,16.1,9.9,24.6,12.1,86.4
MU-U1,MU-U1,DEFAULT,153.7,66.5,1.0,28.3,7.6,35.9,9.0,2.0
MU-U1,MU-U1,EEM1,115.7,28.1,3.0,28.3,7.6,35.9,7.5,18.2
MU-U1,MU-U1,EEM2,96.2,8.0,3.2,28.3,7.6,35.9,7.8,18.2
MU-U1,MU-U1,EEM3,76.4,12.0,3.1,4.4,7.6,35.9,7.9,18.2
MU-U1,MU-U1,EEM4,54.3,15.4,0.9,4.5,3.3,18.4,6.4,18.2
MU-W,MU-W,DEFAULT,192.4,106.5,2.3,31.4,6.5,33.6,7.3,2.3
MU-W,MU-W,EEM1,170.2,85.0,2.7,31.4,6.6,33.6,6.2,67.0
MU-W,MU-W,EEM2,113.7,26.3,3.2,31.6,6.6,33.6,8.0,67.0
MU-W,MU-W,EEM3,93.9,28.2,3.1,10.0,6.6,33.6,8.0,67.0
MU-W,MU-W,EEM4,85.1,29.5,2.1,10.0,3.1,28.5,7.5,67.0
MU-W2,MU-W2,DEFAULT,182.9,123.8,0.8,13.0,7.8,27.1,5.2,8.3
MU-W2,MU-W2,EEM1,157.8,100.1,0.5,13.0,8.1,27.1,3.8,103.4
MU-W2,MU-W2,EEM2,105.7,47.2,0.5,13.1,8.1,27.1,4.8,103.4
MU-W2,MU-W2,EEM3,95.8,49.1,0.5,1.3,8.1,27.1,4.8,103.4
MU-W2,MU-W2,EEM4,91.3,52.2,0.4,1.3,4.0,24.0,4.5,103.4
RC-D,RC-D,DEFAULT,195.2,110.9,1.8,23.3,4.7,46.6,7.1,0.0
RC-D,RC-D,EEM1,135.4,51.9,2.3,22.9,4.7,46.6,6.2,89.3
RC-D,RC-D,EEM2,110.5,25.9,2.0,22.9,4.7,46.6,7.6,89.3
RC-D,RC-D,EEM3,98.4,28.6,2.0,7.9,4.7,46.6,7.8,89.3
RC-D,RC-D,EEM4,81.9,33.1,1.4,7.9,2.6,28.3,7.8,89.3
RC-HR1,RC-HR1,DEFAULT,126.8,39.6,3.8,48.2,4.3,19.2,8.6,1.6
RC-HR1,RC-HR1,EEM1,117.2,29.2,4.9,48.2,4.3,19.2,8.3,40.1
RC-HR1,RC-HR1,EEM2,99.8,10.1,5.8,48.3,4.3,19.2,9.1,40.1
RC-HR1,RC-HR1,EEM3,68.1,13.7,5.7,13.0,4.3,19.2,9.2,40.1
RC-HR1,RC-HR1,EEM4,56.5,16.1,3.5,12.9,1.8,11.0,8.1,40.1
RC-HR2,RC-HR2,DEFAULT,128.3,36.8,3.6,51.8,3.9,19.0,9.4,2.9
RC-HR2,RC-HR2,EEM1,118.8,26.6,4.8,51.8,3.9,19.0,9.0,27.0
RC-HR2,RC-HR2,EEM2,105.2,12.2,5.5,51.8,3.9,19.0,9.0,27.0
RC-HR2,RC-HR2,EEM3,68.7,18.6,5.4,8.9,3.9,19.0,9.1,27.0
RC-HR2,RC-HR2,EEM4,59.1,22.9,3.0,8.8,1.7,10.9,8.1,27.0
RC-ML,RC-ML,DEFAULT,190.0,97.7,1.8,25.6,5.2,51.7,7.1,0.0
RC-ML,RC-ML,EEM1,133.4,41.6,2.5,25.1,5.2,51.7,6.3,81.6
RC-ML,RC-ML,EEM2,113.5,20.9,2.1,25.1,5.2,51.7,7.5,81.6
RC-ML,RC-ML,EEM3,100.1,22.3,2.1,10.2,5.2,51.7,7.6,81.6
RC-ML,RC-ML,EEM4,81.4,26.9,1.4,10.2,2.9,31.5,7.7,81.6
RC-MR1,RC-MR1,DEFAULT,138.2,51.0,3.8,37.9,5.1,31.0,7.5,0.0
RC-MR1,RC-MR1,EEM1,115.4,27.4,5.1,37.5,5.1,31.0,7.4,63.6
RC-MR1,RC-MR1,EEM2,99.9,9.5,5.8,37.6,5.1,31.0,9.1,63.6
RC-MR1,RC-MR1,EEM3,78.2,9.6,5.7,16.0,5.1,31.0,9.1,63.6
RC-MR1,RC-MR1,EEM4,62.1,11.2,3.8,16.0,2.4,18.5,8.4,63.6
RC-MR2,RC-MR2,DEFAULT,127.4,46.1,3.7,43.7,4.8,19.3,7.6,0.0
RC-MR2,RC-MR2,EEM1,116.7,34.4,4.8,43.6,4.8,19.3,7.4,56.0
RC-MR2,RC-MR2,EEM2,94.3,9.0,5.9,43.8,4.8,19.3,9.2,56.0
RC-MR2,RC-MR2,EEM3,68.4,9.1,5.7,18.1,4.8,19.3,9.2,56.0
RC-MR2,RC-MR2,EEM4,54.7,9.2,3.8,18.1,2.0,11.2,8.2,56.0
RC-MR3,RC-MR3,DEFAULT,127.9,46.8,3.5,43.7,4.8,19.3,7.5,0.0
RC-MR3,RC-MR3,EEM1,117.0,35.1,4.6,43.6,4.8,19.3,7.3,56.0
RC-MR3,RC-MR3,EEM2,94.0,9.1,5.7,43.8,4.8,19.3,9.1,56.0
RC-MR3,RC-MR3,EEM3,68.1,9.1,5.4,18.1,4.8,19.3,9.1,56.0
RC-MR3,RC-MR3,EEM4,54.4,9.2,3.6,18.1,2.0,11.2,8.1,56.0
RC-R,RC-R,DEFAULT,193.0,108.6,1.9,23.3,4.7,46.6,7.2,0.0
RC-R,RC-R,EEM1,133.5,49.7,2.5,22.9,4.7,46.6,6.2,79.2
RC-R,RC-R,EEM2,109.5,24.6,2.2,22.9,4.7,46.6,7.6,79.2
RC-R,RC-R,EEM3,97.3,27.3,2.2,7.9,4.7,46.6,7.8,79.2
RC-R,RC-R,EEM4,80.6,31.5,1.6,7.9,2.6,28.3,7.8,79.2
RC-T,RC-T,DEFAULT,184.6,83.7,1.7,28.1,5.8,57.1,7.0,0.0
RC-T,RC-T,EEM1,131.2,30.9,2.6,27.4,5.8,57.1,6.4,73.8
RC-T,RC-T,EEM2,116.7,15.7,2.3,27.4,5.8,57.1,7.4,73.8
RC-T,RC-T,EEM3,102.0,15.8,2.3,12.6,5.8,57.1,7.4,73.8
RC-T,RC-T,EEM4,80.7,20.3,1.3,12.6,3.2,34.8,7.5,73.8
RS-I1,RS-I1,DEFAULT,213.4,104.0,3.5,40.3,8.5,43.0,9.1,3.1
RS-I1,RS-I1,EEM1,187.1,77.6,4.3,40.0,8.4,43.0,8.7,95.8
RS-I1,RS-I1,EEM2,129.1,16.8,4.8,40.2,8.4,43.0,11.2,95.8
RS-I1,RS-I1,EEM3,105.5,19.5,4.7,14.1,8.4,43.0,11.2,95.8
RS-I1,RS-I1,EEM4,89.8,20.9,3.1,14.1,3.7,32.8,10.2,95.8
RS-I2,RS-I2,DEFAULT,176.1,90.1,2.6,31.2,9.6,29.5,7.7,5.3
RS-I2,RS-I2,EEM1,155.0,69.8,2.5,31.2,9.6,29.5,6.6,73.3
RS-I2,RS-I2,EEM2,106.3,18.7,2.9,31.4,9.6,29.5,8.6,73.3
RS-I2,RS-I2,EEM3,87.9,20.5,2.8,11.3,9.6,29.5,8.6,73.3
RS-I2,RS-I2,EEM4,71.3,20.3,1.9,11.3,4.1,20.4,7.6,73.3
RS-I3,RS-I3,DEFAULT,222.1,109.5,2.6,24.4,10.6,57.6,11.9,5.3
RS-I3,RS-I3,EEM1,179.2,70.9,2.7,23.7,10.5,57.6,8.1,120.9
RS-I3,RS-I3,EEM2,128.9,18.8,2.4,23.8,10.5,57.6,10.4,120.9
RS-I3,RS-I3,EEM3,114.4,20.6,2.4,7.5,10.5,57.6,10.5,120.9
RS-I3,RS-I3,EEM4,94.8,23.4,1.6,7.5,4.9,41.7,10.3,120.9
RS-I4,RS-I4,DEFAULT,163.1,78.5,3.1,32.5,9.3,25.5,8.8,5.3
RS-I4,RS-I4,EEM1,142.1,58.5,3.1,32.5,9.2,25.5,7.2,79.3
RS-I4,RS-I4,EEM2,100.2,13.7,3.7,32.6,9.2,25.5,9.5,79.3
RS-I4,RS-I4,EEM3,81.4,14.8,3.6,12.8,9.2,25.5,9.6,79.3
RS-I4,RS-I4,EEM4,65.8,15.0,2.4,12.8,3.9,17.3,8.4,79.3
RS-S,RS-S,DEFAULT,262.6,126.6,3.1,37.5,7.8,73.6,9.6,0.0
RS-S,RS-S,EEM1,227.4,92.6,3.7,36.6,7.8,73.6,8.6,84.8
RS-S,RS-S,EEM2,161.8,25.6,3.2,36.7,7.8,73.6,10.8,84.8
RS-S,RS-S,EEM3,140.7,30.3,3.2,10.9,7.8,73.6,10.9,84.8
RS-S,RS-S,EEM4,120.0,33.0,2.2,10.9,4.0,55.2,10.8,84.8
