NU,Archetype,EEM_Level,EUI,Htg,Clg,DHW,Ltg,Equip,F+P,PV
CC-S1,CC-S1,DEFAULT,282.8,117.2,7.5,25.6,36.3,56.3,12.0,4.6
CC-S1,CC-S1,EEM1,253.8,84.9,11.3,25.6,36.3,56.3,11.2,127.4
CC-S1,CC-S1,EEM2,195.7,27.2,9.5,25.7,36.3,56.3,12.7,127.4
CC-S1,CC-S1,EEM3,178.2,31.8,9.6,3.6,36.3,56.3,12.8,127.4
CC-S1,CC-S1,EEM4,146.0,34.9,5.5,3.6,16.9,45.8,11.5,127.4
CC-S2,CC-S2,DEFAULT,372.1,135.8,9.4,25.5,63.6,67.6,17.3,3.0
CC-S2,CC-S2,EEM1,338.2,96.0,17.0,25.5,63.5,67.6,15.1,184.7
CC-S2,CC-S2,EEM2,268.5,28.1,13.4,25.7,63.5,67.6,17.0,184.7
CC-S2,CC-S2,EEM3,249.6,32.3,13.4,2.6,63.5,67.6,17.1,184.7
CC-S2,CC-S2,EEM4,199.3,32.5,6.4,2.7,29.5,59.5,15.9,184.7
IC-DC,IC-DC,DEFAULT,3652.5,58.6,421.3,10.5,31.8,2714.0,323.4,3.9
IC-DC,IC-DC,EEM1,3657.9,47.1,427.8,10.5,31.9,2713.9,332.8,162.3
IC-DC,IC-DC,EEM2,3632.6,21.3,427.8,10.5,31.9,2713.9,333.3,162.3
IC-DC,IC-DC,EEM3,3624.4,22.8,427.8,0.9,31.9,2713.9,333.3,162.3
IC-DC,IC-DC,EEM4,3620.3,24.8,427.4,0.9,29.2,2711.3,333.0,162.3
IC-DE,IC-DE,DEFAULT,11883.4,82.7,1322.1,13.2,24.3,9035.4,1112.1,5.9
IC-DE,IC-DE,EEM1,11879.2,66.1,1325.4,13.2,24.4,9036.0,1119.8,118.0
IC-DE,IC-DE,EEM2,11842.4,28.3,1325.4,13.3,24.4,9036.0,1120.9,118.0
IC-DE,IC-DE,EEM3,11832.5,30.5,1325.4,1.3,24.4,9036.1,1120.8,118.0
IC-DE,IC-DE,EEM4,11821.9,31.0,1324.8,1.3,21.1,9029.5,1120.2,118.0
MU-C1,MU-C1,DEFAULT,228.3,78.9,8.2,41.0,11.9,57.8,19.5,3.2
MU-C1,MU-C1,EEM1,192.7,42.9,9.6,41.0,11.9,57.8,18.5,25.3
MU-C1,MU-C1,EEM2,173.3,22.1,9.7,41.1,11.9,57.8,19.8,25.3
MU-C1,MU-C1,EEM3,144.2,27.2,9.6,6.8,11.9,57.8,19.9,25.3
MU-C1,MU-C1,EEM4,121.3,28.3,6.9,6.9,5.5,44.7,18.2,25.3
MU-C2,MU-C2,DEFAULT,155.1,53.0,4.4,33.9,8.0,39.0,9.5,2.3
MU-C2,MU-C2,EEM1,126.0,23.3,5.8,33.9,8.0,39.0,8.8,21.7
MU-C2,MU-C2,EEM2,109.0,5.4,6.2,33.9,8.0,39.0,9.3,21.7
MU-C2,MU-C2,EEM3,85.1,10.3,6.2,5.1,8.0,39.0,9.3,21.7
MU-C2,MU-C2,EEM4,62.3,12.5,3.4,5.1,3.5,23.2,7.5,21.7
MU-HC,MU-HC,DEFAULT,179.4,70.4,8.2,45.1,8.1,32.2,10.1,3.9
MU-HC,MU-HC,EEM1,165.2,54.2,10.0,45.1,8.1,32.2,10.5,45.9
MU-HC,MU-HC,EEM2,128.4,15.9,10.8,45.1,8.1,32.2,11.2,45.9
MU-HC,MU-HC,EEM3,96.8,20.9,10.7,8.5,8.1,32.2,11.3,45.9
MU-HC,MU-HC,EEM4,82.8,22.1,8.3,8.5,3.8,24.8,10.3,45.9
MU-HS,MU-HS,DEFAULT,219.6,97.1,9.0,41.0,10.1,44.4,10.9,1.8
MU-HS,MU-HS,EEM1,192.8,70.6,9.7,40.8,10.1,44.4,10.5,79.5
MU-HS,MU-HS,EEM2,139.6,15.7,10.4,40.9,10.1,44.4,11.6,79.5
MU-HS,MU-HS,EEM3,113.8,18.3,10.3,12.7,10.1,44.4,11.6,79.5
MU-HS,MU-HS,EEM4,99.1,19.3,8.3,12.7,4.9,36.0,11.3,79.5
MU-L,MU-L,DEFAULT,178.6,68.5,6.9,43.7,7.4,37.3,10.0,0.0
MU-L,MU-L,EEM1,153.7,44.0,7.7,43.7,7.3,37.3,8.9,73.7
MU-L,MU-L,EEM2,125.4,13.9,8.9,43.8,7.3,37.3,9.5,73.7
MU-L,MU-L,EEM3,97.7,15.6,8.7,14.6,7.3,37.3,9.5,73.7
MU-L,MU-L,EEM4,84.0,17.7,6.4,14.6,3.1,28.9,8.7,73.7
MU-S1,MU-S1,DEFAULT,212.0,78.9,7.9,43.5,18.1,40.7,10.0,2.6
MU-S1,MU-S1,EEM1,197.2,62.7,9.5,43.5,18.1,40.7,9.8,69.6
MU-S1,MU-S1,EEM2,154.4,18.6,9.5,43.6,18.1,40.7,11.1,69.6
MU-S1,MU-S1,EEM3,126.5,22.3,9.4,12.2,18.1,40.7,11.2,69.6
MU-S1,MU-S1,EEM4,105.0,22.8,6.2,12.2,8.4,32.5,10.3,69.6
MU-S2,MU-S2,DEFAULT,203.8,69.7,8.4,44.2,21.5,32.5,11.0,0.9
MU-S2,MU-S2,EEM1,191.6,56.4,10.2,44.2,21.5,32.5,10.2,97.8
MU-S2,MU-S2,EEM2,149.7,13.0,10.3,44.2,21.5,32.5,11.5,97.8
MU-S2,MU-S2,EEM3,123.4,15.7,10.1,15.4,21.5,32.5,11.6,97.8
MU-S2,MU-S2,EEM4,100.3,16.4,6.5,15.4,9.9,24.6,11.1,97.8
MU-U1,MU-U1,DEFAULT,137.5,46.5,4.1,28.3,7.6,35.9,9.2,2.2
MU-U1,MU-U1,EEM1,106.4,14.9,5.5,28.3,7.6,35.9,8.3,20.7
MU-U1,MU-U1,EEM2,96.4,4.1,6.1,28.3,7.6,35.9,8.7,20.7
MU-U1,MU-U1,EEM3,76.3,8.2,6.1,4.0,7.6,35.9,8.7,20.7
MU-U1,MU-U1,EEM4,51.8,10.5,3.1,4.0,3.3,18.4,6.8,20.7
MU-W,MU-W,DEFAULT,164.1,75.6,4.7,31.3,6.4,33.6,7.5,2.5
MU-W,MU-W,EEM1,144.2,56.6,4.9,31.3,6.5,33.6,6.4,72.3
MU-W,MU-W,EEM2,107.5,18.4,5.6,31.4,6.5,33.6,7.2,72.3
MU-W,MU-W,EEM3,87.4,20.3,5.5,9.6,6.5,33.6,7.3,72.3
MU-W,MU-W,EEM4,78.6,21.8,4.2,9.6,3.1,28.5,6.8,72.3
MU-W2,MU-W2,DEFAULT,150.9,90.7,2.0,13.0,7.7,27.1,5.2,9.1
MU-W2,MU-W2,EEM1,129.0,70.5,1.5,13.0,8.1,27.1,3.7,115.3
MU-W2,MU-W2,EEM2,92.7,33.5,1.5,13.0,8.1,27.1,4.4,115.3
MU-W2,MU-W2,EEM3,82.7,35.4,1.5,1.1,8.1,27.1,4.4,115.3
MU-W2,MU-W2,EEM4,77.9,38.4,1.1,1.1,3.9,24.0,4.2,115.3
RC-D,RC-D,DEFAULT,164.9,78.1,5.2,22.7,4.7,46.6,6.9,0.0
RC-D,RC-D,EEM1,121.5,35.1,5.8,22.3,4.7,46.6,6.2,98.9
RC-D,RC-D,EEM2,101.0,14.0,5.3,22.3,4.7,46.6,7.3,98.9
RC-D,RC-D,EEM3,88.7,16.7,5.3,7.1,4.7,46.6,7.5,98.9
RC-D,RC-D,EEM4,70.1,19.6,4.2,7.1,2.6,28.3,7.5,98.9
RC-HR1,RC-HR1,DEFAULT,122.3,30.4,7.7,48.2,4.3,19.2,9.5,1.8
RC-HR1,RC-HR1,EEM1,109.4,15.5,9.8,48.2,4.3,19.2,9.3,44.6
RC-HR1,RC-HR1,EEM2,100.9,5.1,11.6,48.2,4.3,19.2,9.5,44.6
RC-HR1,RC-HR1,EEM3,68.7,8.7,11.4,12.4,4.3,19.2,9.5,44.6
RC-HR1,RC-HR1,EEM4,54.8,9.9,8.2,12.5,1.7,11.0,8.4,44.6
RC-HR2,RC-HR2,DEFAULT,127.9,31.0,7.8,51.8,3.9,19.0,10.5,3.2
RC-HR2,RC-HR2,EEM1,113.5,13.9,10.8,51.8,3.9,19.0,10.2,29.5
RC-HR2,RC-HR2,EEM2,107.4,5.9,12.6,51.8,3.9,19.0,10.3,29.5
RC-HR2,RC-HR2,EEM3,70.3,12.4,12.6,8.2,3.9,19.0,10.4,29.5
RC-HR2,RC-HR2,EEM4,56.5,14.3,8.8,8.3,1.5,10.9,9.0,29.5
RC-ML,RC-ML,DEFAULT,163.9,68.9,5.1,25.1,5.2,51.7,6.9,0.0
RC-ML,RC-ML,EEM1,122.6,27.9,6.0,24.5,5.2,51.7,6.4,91.3
RC-ML,RC-ML,EEM2,106.3,11.2,5.4,24.5,5.2,51.7,7.3,91.3
RC-ML,RC-ML,EEM3,92.7,12.6,5.4,9.4,5.2,51.7,7.5,91.3
RC-ML,RC-ML,EEM4,71.6,15.5,4.0,9.4,2.9,31.5,7.4,91.3
RC-MR1,RC-MR1,DEFAULT,126.2,35.1,7.3,37.9,5.1,31.0,8.0,0.0
RC-MR1,RC-MR1,EEM1,107.2,15.0,8.9,37.5,5.1,31.0,7.9,71.7
RC-MR1,RC-MR1,EEM2,98.7,5.0,9.9,37.5,5.1,31.0,8.4,71.7
RC-MR1,RC-MR1,EEM3,76.6,5.1,9.7,15.5,5.1,31.0,8.4,71.7
RC-MR1,RC-MR1,EEM4,59.3,6.1,7.3,15.5,2.3,18.5,7.8,71.7
RC-MR2,RC-MR2,DEFAULT,117.6,32.4,7.0,43.6,4.8,19.3,8.3,0.0
RC-MR2,RC-MR2,EEM1,105.9,19.6,8.2,43.6,4.8,19.3,8.1,63.4
RC-MR2,RC-MR2,EEM2,93.8,5.5,9.9,43.6,4.8,19.3,8.4,63.4
RC-MR2,RC-MR2,EEM3,67.3,5.5,9.6,17.5,4.8,19.3,8.4,63.4
RC-MR2,RC-MR2,EEM4,53.4,5.9,7.1,17.5,2.0,11.2,7.6,63.4
RC-MR3,RC-MR3,DEFAULT,117.8,33.0,6.7,43.6,4.8,19.3,8.1,0.0
RC-MR3,RC-MR3,EEM1,105.9,20.1,7.9,43.6,4.8,19.3,7.9,63.4
RC-MR3,RC-MR3,EEM2,93.3,5.6,9.5,43.6,4.8,19.3,8.3,63.4
RC-MR3,RC-MR3,EEM3,66.9,5.6,9.2,17.5,4.8,19.3,8.3,63.4
RC-MR3,RC-MR3,EEM4,53.0,5.9,6.7,17.5,2.0,11.2,7.5,63.4
RC-R,RC-R,DEFAULT,163.5,76.4,5.4,22.7,4.7,46.6,6.9,0.0
RC-R,RC-R,EEM1,120.3,33.5,6.1,22.3,4.7,46.6,6.3,88.7
RC-R,RC-R,EEM2,100.6,13.3,5.5,22.3,4.7,46.6,7.4,88.7
RC-R,RC-R,EEM3,88.3,16.0,5.6,7.1,4.7,46.6,7.5,88.7
RC-R,RC-R,EEM4,69.5,18.7,4.4,7.1,2.6,28.3,7.5,88.7
RC-T,RC-T,DEFAULT,162.8,59.2,5.1,27.6,5.8,57.1,7.0,0.0
RC-T,RC-T,EEM1,123.8,20.4,6.1,26.9,5.8,57.1,6.6,83.6
RC-T,RC-T,EEM2,111.9,8.3,5.5,26.9,5.8,57.1,7.3,83.6
RC-T,RC-T,EEM3,96.9,8.3,5.5,11.8,5.8,57.1,7.4,83.6
RC-T,RC-T,EEM4,73.2,11.1,3.9,11.8,3.2,34.8,7.3,83.6
RS-I1,RS-I1,DEFAULT,190.3,76.6,7.7,40.2,8.2,43.0,9.8,3.4
RS-I1,RS-I1,EEM1,164.5,50.9,8.3,40.0,8.2,43.0,9.3,107.8
RS-I1,RS-I1,EEM2,127.1,11.5,9.1,40.1,8.2,43.0,10.5,107.8
RS-I1,RS-I1,EEM3,103.0,14.1,8.9,13.5,8.2,43.0,10.6,107.8
RS-I1,RS-I1,EEM4,86.7,15.3,6.8,13.5,3.6,32.8,9.7,107.8
RS-I2,RS-I2,DEFAULT,159.9,69.1,6.8,31.2,9.4,29.5,9.0,5.9
RS-I2,RS-I2,EEM1,137.3,47.9,6.2,31.2,9.3,29.5,7.5,82.6
RS-I2,RS-I2,EEM2,104.8,13.9,6.7,31.2,9.3,29.5,8.6,82.6
RS-I2,RS-I2,EEM3,86.2,15.6,6.6,10.9,9.3,29.5,8.6,82.6
RS-I2,RS-I2,EEM4,69.8,16.2,5.0,10.9,4.0,20.4,7.6,82.6
RS-I3,RS-I3,DEFAULT,204.2,86.0,7.6,24.4,10.2,57.6,13.3,5.8
RS-I3,RS-I3,EEM1,160.8,48.6,6.9,23.6,10.2,57.6,8.5,136.3
RS-I3,RS-I3,EEM2,125.5,12.1,6.5,23.7,10.2,57.6,10.3,136.3
RS-I3,RS-I3,EEM3,110.8,13.9,6.5,7.1,10.2,57.6,10.4,136.3
RS-I3,RS-I3,EEM4,90.5,16.1,5.1,7.1,4.7,41.7,10.6,136.3
RS-I4,RS-I4,DEFAULT,150.5,60.8,7.5,32.5,9.0,25.5,10.3,5.8
RS-I4,RS-I4,EEM1,125.6,38.2,6.9,32.4,8.9,25.5,8.3,89.4
RS-I4,RS-I4,EEM2,98.4,9.1,7.7,32.5,8.9,25.5,9.4,89.4
RS-I4,RS-I4,EEM3,79.2,10.2,7.5,12.4,8.9,25.5,9.4,89.4
RS-I4,RS-I4,EEM4,64.3,11.0,5.7,12.4,3.7,17.3,8.1,89.4
RS-S,RS-S,DEFAULT,226.0,85.8,7.2,37.4,7.8,73.6,9.6,0.0
RS-S,RS-S,EEM1,199.3,60.5,7.6,36.5,7.8,73.6,8.8,94.8
RS-S,RS-S,EEM2,156.3,16.8,7.0,36.6,7.8,73.6,10.3,94.8
RS-S,RS-S,EEM3,134.5,21.4,7.0,10.1,7.8,73.6,10.4,94.8
RS-S,RS-S,EEM4,112.8,23.7,5.4,10.1,4.0,55.2,10.2,94.8
