zone,building_id,building_type,standard,env_flag,hvac_flag,dhw_flag,eem4_flag,scenario_tag,EUI_total_kWh_m2,EUI_heating_kWh_m2,EUI_cooling_kWh_m2,EUI_DHW_kWh_m2,EUI_lights_kWh_m2,EUI_equip_kWh_m2,EUI_fans_pumps_kWh_m2,PV_gen_kWh_m2,pv_track,n_severes,n_warnings,idf_path,output_path
Z4,MU-HC,MU-HC,CAN_Z4,1,1,1,1,EEM_J_ENV_HVAC_DHW_EEM4,67.848,10.0357,7.8087,8.3162,3.8049,24.7577,9.0414,42.3558,tier3,73,11936,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HC\MU-HC_EEM_J_ENV_HVAC_DHW_EEM4_20260707_163108\MU-HC_EEM_J_ENV_HVAC_DHW_EEM4_20260707_163108.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HC\MU-HC_EEM_J_ENV_HVAC_DHW_EEM4_20260707_163108\results
Z4,MU-HC,MU-HC,CAN_Z4,1,1,0,1,EEM_J_ENV_HVAC_EEM4,98.3602,4.9915,7.3046,45.0704,3.8086,24.7577,8.348,42.4247,tier3,63,11212,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HC\MU-HC_EEM_J_ENV_HVAC_EEM4_20260707_163038\MU-HC_EEM_J_ENV_HVAC_EEM4_20260707_163038.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HC\MU-HC_EEM_J_ENV_HVAC_EEM4_20260707_163038\results
Z4,MU-HC,MU-HC,CAN_Z4,0,1,1,0,EEM_J_HVAC_DHW,81.467,12.4539,7.235,8.3857,8.1392,32.1765,8.944,42.4249,tier3,29,10747,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HC\MU-HC_EEM_J_HVAC_DHW_20260707_162958\MU-HC_EEM_J_HVAC_DHW_20260707_162958.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HC\MU-HC_EEM_J_HVAC_DHW_20260707_162958\results
Z4,MU-HC,MU-HC,CAN_Z4,0,1,0,0,EEM_J_HVAC_ONLY,113.3806,7.668,7.3231,45.0796,8.1392,32.1765,8.8624,42.4249,tier3,27,9878,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HC\MU-HC_EEM_J_HVAC_ONLY_20260707_162857\MU-HC_EEM_J_HVAC_ONLY_20260707_162857.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HC\MU-HC_EEM_J_HVAC_ONLY_20260707_162857\results
Z4,MU-HS,MU-HS,CAN_Z4,0,0,0,0,EEM_J_DEFAULT,166.9793,48.5682,8.5466,40.9873,10.1277,44.3614,9.5914,1.7277,native,16,1265,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_DEFAULT_20260707_163134\MU-HS_EEM_J_DEFAULT_20260707_163134.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_DEFAULT_20260707_163134\results
Z4,MU-HS,MU-HS,CAN_Z4,0,0,1,0,EEM_J_DHW_ONLY,140.7272,51.1983,8.1637,12.4493,10.1427,44.3614,9.6172,75.7471,tier3,57,1991,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_DHW_ONLY_20260707_163152\MU-HS_EEM_J_DHW_ONLY_20260707_163152.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_DHW_ONLY_20260707_163152\results
Z4,MU-HS,MU-HS,CAN_Z4,1,0,0,0,EEM_J_ENVELOPE,152.3231,32.5075,10.06,40.7333,10.0897,44.3614,9.9007,75.7379,tier3,23,1307,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENVELOPE_20260707_163135\MU-HS_EEM_J_ENVELOPE_20260707_163135.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENVELOPE_20260707_163135\results
Z4,MU-HS,MU-HS,CAN_Z4,1,0,0,1,EEM_J_ENVELOPE_EEM4,138.0362,34.2622,8.0229,40.7605,4.9223,36.0414,9.3612,75.7379,tier3,114,1712,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENVELOPE_EEM4_20260707_163420\MU-HS_EEM_J_ENVELOPE_EEM4_20260707_163420.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENVELOPE_EEM4_20260707_163420\results
Z4,MU-HS,MU-HS,CAN_Z4,1,0,1,0,EEM_J_ENV_DHW,126.2511,34.9435,9.8997,12.3519,10.0897,44.3614,9.9342,75.7379,tier3,238,2052,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENV_DHW_20260707_163303\MU-HS_EEM_J_ENV_DHW_20260707_163303.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENV_DHW_20260707_163303\results
Z4,MU-HS,MU-HS,CAN_Z4,1,0,1,1,EEM_J_ENV_DHW_EEM4,112.0469,36.7621,7.8917,12.3552,4.9223,36.0414,9.4081,75.7379,tier3,174,2443,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENV_DHW_EEM4_20260707_163451\MU-HS_EEM_J_ENV_DHW_EEM4_20260707_163451.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENV_DHW_EEM4_20260707_163451\results
Z4,MU-HS,MU-HS,CAN_Z4,1,1,0,0,EEM_J_ENV_HVAC,126.3945,5.424,10.8901,40.742,10.0897,44.3614,10.2201,75.7379,tier3,23,1430,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENV_HVAC_20260707_163233\MU-HS_EEM_J_ENV_HVAC_20260707_163233.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENV_HVAC_20260707_163233\results
Z4,MU-HS,MU-HS,CAN_Z4,1,1,1,0,EEM_J_ENV_HVAC_DHW,100.287,7.8499,10.6939,12.3547,10.0897,44.3614,10.2701,75.7379,tier3,413,2162,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENV_HVAC_DHW_20260707_163311\MU-HS_EEM_J_ENV_HVAC_DHW_20260707_163311.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENV_HVAC_DHW_20260707_163311\results
Z4,MU-HS,MU-HS,CAN_Z4,1,1,1,1,EEM_J_ENV_HVAC_DHW_EEM4,84.605,8.4068,8.3791,12.3455,4.9223,36.0414,9.8473,75.7379,tier3,255,2558,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENV_HVAC_DHW_EEM4_20260707_163453\MU-HS_EEM_J_ENV_HVAC_DHW_EEM4_20260707_163453.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENV_HVAC_DHW_EEM4_20260707_163453\results
Z4,MU-HS,MU-HS,CAN_Z4,1,1,0,1,EEM_J_ENV_HVAC_EEM4,110.7004,5.9659,8.5555,40.7666,4.9223,36.0414,9.7864,75.7379,tier3,104,1814,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENV_HVAC_EEM4_20260707_163441\MU-HS_EEM_J_ENV_HVAC_EEM4_20260707_163441.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_ENV_HVAC_EEM4_20260707_163441\results
Z4,MU-HS,MU-HS,CAN_Z4,0,1,1,0,EEM_J_HVAC_DHW,101.714,10.9241,8.778,12.4598,10.1427,44.3614,10.2554,75.7471,tier3,41,2119,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_HVAC_DHW_20260707_163309\MU-HS_EEM_J_HVAC_DHW_20260707_163309.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_HVAC_DHW_20260707_163309\results
Z4,MU-HS,MU-HS,CAN_Z4,0,1,0,0,EEM_J_HVAC_ONLY,127.878,8.4665,8.9323,40.9959,10.1427,44.3614,10.1866,75.7471,tier3,11,1390,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_HVAC_ONLY_20260707_163146\MU-HS_EEM_J_HVAC_ONLY_20260707_163146.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-HS\MU-HS_EEM_J_HVAC_ONLY_20260707_163146\results
Z4,MU-L,MU-L,CAN_Z4,0,0,0,0,EEM_J_DEFAULT,133.2934,25.3755,6.2836,43.6584,7.3722,37.3374,8.4804,0.0,native,2,5323,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_DEFAULT_20260707_163457\MU-L_EEM_J_DEFAULT_20260707_163457.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_DEFAULT_20260707_163457\results
Z4,MU-L,MU-L,CAN_Z4,0,0,1,0,EEM_J_DHW_ONLY,105.305,27.0314,5.9421,14.3223,7.3747,37.3374,8.5097,71.5021,tier3,8,6753,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_DHW_ONLY_20260707_163512\MU-L_EEM_J_DHW_ONLY_20260707_163512.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_DHW_ONLY_20260707_163512\results
Z4,MU-L,MU-L,CAN_Z4,1,0,0,0,EEM_J_ENVELOPE,123.5498,13.4099,8.2671,43.6031,7.3564,37.3374,8.7874,71.5021,tier3,32,5293,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENVELOPE_20260707_163502\MU-L_EEM_J_ENVELOPE_20260707_163502.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENVELOPE_20260707_163502\results
Z4,MU-L,MU-L,CAN_Z4,1,0,0,1,EEM_J_ENVELOPE_EEM4,109.1912,15.4774,5.8637,43.6247,3.0989,28.8515,7.4889,71.5021,tier3,39,6122,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENVELOPE_EEM4_20260707_163731\MU-L_EEM_J_ENVELOPE_EEM4_20260707_163731.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENVELOPE_EEM4_20260707_163731\results
Z4,MU-L,MU-L,CAN_Z4,1,0,1,0,EEM_J_ENV_DHW,95.4749,14.9624,8.0174,14.2157,7.3564,37.3374,8.7969,71.5021,tier3,68,6720,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENV_DHW_20260707_163624\MU-L_EEM_J_ENV_DHW_20260707_163624.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENV_DHW_20260707_163624\results
Z4,MU-L,MU-L,CAN_Z4,1,0,1,1,EEM_J_ENV_DHW_EEM4,81.1663,17.0987,5.6315,14.2047,3.0989,28.8515,7.4943,71.5021,tier3,78,7563,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENV_DHW_EEM4_20260707_163800\MU-L_EEM_J_ENV_DHW_EEM4_20260707_163800.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENV_DHW_EEM4_20260707_163800\results
Z4,MU-L,MU-L,CAN_Z4,1,1,0,0,EEM_J_ENV_HVAC,116.2802,4.8105,9.8665,43.6189,7.3564,37.3374,8.5065,71.5021,tier3,32,5699,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENV_HVAC_20260707_163551\MU-L_EEM_J_ENV_HVAC_20260707_163551.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENV_HVAC_20260707_163551\results
Z4,MU-L,MU-L,CAN_Z4,1,1,1,0,EEM_J_ENV_HVAC_DHW,88.1659,6.3348,9.5608,14.2601,7.3564,37.3374,8.532,71.5021,tier3,80,7129,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENV_HVAC_DHW_20260707_163639\MU-L_EEM_J_ENV_HVAC_DHW_20260707_163639.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENV_HVAC_DHW_20260707_163639\results
Z4,MU-L,MU-L,CAN_Z4,1,1,1,1,EEM_J_ENV_HVAC_DHW_EEM4,72.2421,7.1421,6.7157,14.245,3.0989,28.8515,7.407,71.5021,tier3,76,7985,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENV_HVAC_DHW_EEM4_20260707_163807\MU-L_EEM_J_ENV_HVAC_DHW_EEM4_20260707_163807.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENV_HVAC_DHW_EEM4_20260707_163807\results
Z4,MU-L,MU-L,CAN_Z4,1,1,0,1,EEM_J_ENV_HVAC_EEM4,100.3484,5.6056,6.9982,43.6367,3.0989,28.8515,7.376,71.5021,tier3,32,6539,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENV_HVAC_EEM4_20260707_163759\MU-L_EEM_J_ENV_HVAC_EEM4_20260707_163759.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_ENV_HVAC_EEM4_20260707_163759\results
Z4,MU-L,MU-L,CAN_Z4,0,1,1,0,EEM_J_HVAC_DHW,90.3608,10.7838,7.2326,14.3515,7.3747,37.3374,8.4983,71.5021,tier3,12,7107,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_HVAC_DHW_20260707_163638\MU-L_EEM_J_HVAC_DHW_20260707_163638.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_HVAC_DHW_20260707_163638\results
Z4,MU-L,MU-L,CAN_Z4,0,1,0,0,EEM_J_HVAC_ONLY,118.3079,9.221,7.4691,43.6728,7.3747,37.3374,8.4509,71.5021,tier3,2,5645,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_HVAC_ONLY_20260707_163506\MU-L_EEM_J_HVAC_ONLY_20260707_163506.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-L\MU-L_EEM_J_HVAC_ONLY_20260707_163506\results
Z4,MU-S1,MU-S1,CAN_Z4,0,0,0,0,EEM_J_DEFAULT,167.0692,34.9532,7.294,43.4627,18.1463,40.6813,9.4485,2.5402,native,6,7732,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_DEFAULT_20260707_163824\MU-S1_EEM_J_DEFAULT_20260707_163824.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_DEFAULT_20260707_163824\results
Z4,MU-S1,MU-S1,CAN_Z4,0,0,1,0,EEM_J_DHW_ONLY,138.0611,38.0994,6.8005,11.8193,18.2033,40.6813,9.3718,69.7718,tier3,17,9576,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_DHW_ONLY_20260707_163845\MU-S1_EEM_J_DHW_ONLY_20260707_163845.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_DHW_ONLY_20260707_163845\results
Z4,MU-S1,MU-S1,CAN_Z4,1,0,0,0,EEM_J_ENVELOPE,160.5219,25.3367,10.0859,43.4386,18.0856,40.6813,9.8261,69.588,tier3,8,7821,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENVELOPE_20260707_163826\MU-S1_EEM_J_ENVELOPE_20260707_163826.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENVELOPE_20260707_163826\results
Z4,MU-S1,MU-S1,CAN_Z4,1,0,0,1,EEM_J_ENVELOPE_EEM4,136.5469,25.2354,5.9191,43.4421,8.391,32.4675,8.0216,69.7717,tier3,12,9184,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENVELOPE_EEM4_20260707_164050\MU-S1_EEM_J_ENVELOPE_EEM4_20260707_164050.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENVELOPE_EEM4_20260707_164050\results
Z4,MU-S1,MU-S1,CAN_Z4,1,0,1,0,EEM_J_ENV_DHW,129.791,27.6838,9.209,11.777,18.0912,40.6813,9.2357,69.7717,tier3,12,9662,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENV_DHW_20260707_164017\MU-S1_EEM_J_ENV_DHW_20260707_164017.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENV_DHW_20260707_164017\results
Z4,MU-S1,MU-S1,CAN_Z4,1,0,1,1,EEM_J_ENV_DHW_EEM4,108.3104,28.8037,5.7251,11.7692,8.391,32.4675,8.0817,69.7717,tier3,19,10998,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENV_DHW_EEM4_20260707_164107\MU-S1_EEM_J_ENV_DHW_EEM4_20260707_164107.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENV_DHW_EEM4_20260707_164107\results
Z4,MU-S1,MU-S1,CAN_Z4,1,1,0,0,EEM_J_ENV_HVAC,142.6224,7.0416,10.2541,43.4455,18.0856,40.6813,10.0316,69.588,tier3,6,8573,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENV_HVAC_20260707_163846\MU-S1_EEM_J_ENV_HVAC_20260707_163846.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENV_HVAC_20260707_163846\results
Z4,MU-S1,MU-S1,CAN_Z4,1,1,1,0,EEM_J_ENV_HVAC_DHW,114.3174,10.4703,10.0044,11.9128,18.0856,40.6813,10.0836,69.588,tier3,19,10153,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENV_HVAC_DHW_20260707_164036\MU-S1_EEM_J_ENV_HVAC_DHW_20260707_164036.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENV_HVAC_DHW_20260707_164036\results
Z4,MU-S1,MU-S1,CAN_Z4,1,1,1,1,EEM_J_ENV_HVAC_DHW_EEM4,91.8539,10.8981,6.3168,11.914,8.3888,32.4675,8.8293,69.588,tier3,20,11474,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENV_HVAC_DHW_EEM4_20260707_164112\MU-S1_EEM_J_ENV_HVAC_DHW_EEM4_20260707_164112.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENV_HVAC_DHW_EEM4_20260707_164112\results
Z4,MU-S1,MU-S1,CAN_Z4,1,1,0,1,EEM_J_ENV_HVAC_EEM4,118.9077,7.1196,6.0215,43.4464,8.391,32.4675,8.3852,69.7717,tier3,12,9933,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENV_HVAC_EEM4_20260707_164106\MU-S1_EEM_J_ENV_HVAC_EEM4_20260707_164106.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_ENV_HVAC_EEM4_20260707_164106\results
Z4,MU-S1,MU-S1,CAN_Z4,0,1,1,0,EEM_J_HVAC_DHW,114.3097,13.7944,6.9988,11.81,18.2033,40.6813,9.7262,69.7718,tier3,25,10323,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_HVAC_DHW_20260707_164027\MU-S1_EEM_J_HVAC_DHW_20260707_164027.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_HVAC_DHW_20260707_164027\results
Z4,MU-S1,MU-S1,CAN_Z4,0,1,0,0,EEM_J_HVAC_ONLY,142.5975,10.2973,7.1993,43.4697,18.2033,40.6813,9.6544,69.7718,tier3,6,8484,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_HVAC_ONLY_20260707_163837\MU-S1_EEM_J_HVAC_ONLY_20260707_163837.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S1\MU-S1_EEM_J_HVAC_ONLY_20260707_163837\results
Z4,MU-S2,MU-S2,CAN_Z4,0,0,0,0,EEM_J_DEFAULT,164.1174,30.547,8.1888,44.1385,21.5537,32.4871,10.3823,0.8287,native,2,5277,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S2\MU-S2_EEM_J_DEFAULT_20260707_164120\MU-S2_EEM_J_DEFAULT_20260707_164120.idf,C:\Users\o_iseri\Desktop\idf_reader\0_BEM_Setup\SimResults_neighbourhoods\option_9_j_20260707_v2\CAN_Z4\MU-S2\MU-S2_EEM_J_DEFAULT_20260707_164120\results
